I
1100 Version - data cycle 2306, build 20240704, metadata AwyXP1100. Copyright (c) 2024 Navigraph, Datasource Jeppesen

OMDUS ZY 11 TX404 ZY 11 F 2   0 600 V57
OMEDA LF 11 OKBON LF 11 F 2 195 500 UN851
OMEDE PA 11 TUVVO PA 11 N 1 100 179 V438
OMELO LK 11 GOLOP LK 11 F 1   0  95 L620
OMENO LB 11 NIKTI LB 11 F 1 116 660 Y505
OMENO LB 11 NIKTI LB 11 F 2 116 660 Y505
  OME PA  3 ANWEX PA 11 N 1  80 179 V506
  OME PA  3 BAIME PA 11 N 1  59 175 T252
  OME PA  3 CIVED PA 11 N 2 180 450 J129
  OME PA  3 CONFI PA 11 N 1  30 175 T244
  OME PA  3 EZATY PA 11 N 1  50 179 T396-V452
  OME PA  3 FAIRE PA 11 N 1  50 175 T228
  OME PA  3 HIKAX PA 11 N 1  70 175 T228
  OME PA  3 HLBLY PA 11 N 2 180 450 Q44
  OME PA  3 ICEEE PA 11 N 2 180 600 R338
  OME PA  3 IHIHI PA 11 N 1  60 179 V506
  OME PA  3 JAXVI PA 11 N 1  30 179 V333
  OME PA  3 JESZU PA 11 N 1 100 179 V333
  OME PA  3 JIKSA PA 11 N 1  80 175 T267
  OME PA  3 KUWOZ PA 11 N 1  30 179 V350
  OME PA  3 LILES PA 11 N 1 130 179 V507
  OME PA  3   OTZ PA  3 N 2 180 450 J123
  OME PA  3 SLEDD PA 11 F 2 180 450 H201
  OME PA  3 SLIIM PA 11 N 2 180 450 Q55
  OME PA  3 SUZYY PA 11 N 1  30 179 V452
  OME PA  3   TNC PA  2 N 1  69 175 T260
  OME PA  3 WONAB PA 11 N 2 180 450 J111
  OME PA  3 ZIPIX PA 11 N 1  28 175 T369
  OME PA  3 ZUTSU PA 11 N 1  30 179 V440
OMERO MU 11 OTOSI MU 11 N 2 250 600 UL218
OMERO MU 11 URLAM MT 11 N 1  60 245 L212
OMERO MU 11 URLAM MT 11 N 2 250 600 UL212
OMESI LE 11 ROVAK LE 11 N 1 145 245 R107-UM30
OMESI LE 11 ROVAK LE 11 N 2 145 245 UM30
OMESI LE 11 VETAN LE 11 N 1 145 660 R107-UM30
OMESI LE 11 VETAN LE 11 N 2 145 660 UM30
OMETO LI 11 GARLO LI 11 F 2 200 305 M872
OMETO LI 11 TERSI LI 11 F 1 180 305 L615
OMETO LI 11 TERSI LI 11 F 2 180 305 L615
OMGEL ZB 11 DUDIL ZB 11 F 1   0 600 W72
OMGEL ZB 11 DUDIL ZB 11 F 2   0 600 W72
OMGEL ZB 11 VALNI ZB 11 F 1   0 600 W64
OMGEL ZB 11 VALNI ZB 11 F 2   0 600 W64
OMGEV ZU 11 PARGU ZU 11 N 1   0 600 B213
OMGEV ZU 11 PARGU ZU 11 N 2   0 600 B213
OMGUP ZL 11 IGDON ZL 11 F 1   0 600 B215
OMGUP ZL 11 IGDON ZL 11 F 2   0 600 B215
OMIDO LS 11 ARTAG LS 11 F 1  90 660 T53
OMIDO LS 11 ARTAG LS 11 F 2  90 660 T53
OMIKI TT 11 OVIVU TT 11 N 2 290 600 UT349
OMILU LE 11   NEA LE  3 F 2 195 660 UP75
OMINA MM 11 URVEM MM 11 N 1 110 180 V39
OMINA MM 11 URVEM MM 11 N 2 200 600 UJ40
OMIRO MH 11 SEKIN MH 11 N 1  30 195 G633
OMIRO MH 11 TAKUX MM 11 N 2 290 600 UM782
OMIRO MH 11 VETSA MH 11 N 1  30 195 A321
OMISI MM 11 OVOGI MM 11 N 2 210 600 UJ38
OMISI MM 11 OXALA MM 11 N 2 200 600 UT11
OMISI MM 11 SINLO MM 11 N 2 200 600 UT11
OMISI MM 11 TATGA MM 11 N 2 210 600 UJ38
OMITA UI 11 TULSO UI 11 N 2 275 540 A920
OMIXA MM 11   SLW MM  3 F 2 200 600 UJ10
OMIXA MM 11 TETUN MM 11 N 1 120 180 V10
OMKAX YB 11 GOMOL YB 11 F 2   0 600 H185
OMKEG ZU 11   CTU ZU  3 F 1   0 600 W236
OMKEG ZU 11   CTU ZU  3 F 2   0 600 W236
OMKEN ZW 11 SALMO ZW 11 N 1   0 600 A368
OMKEN ZW 11 SALMO ZW 11 N 2   0 600 A368
OMKIM RK 11 PAPLU RK 11 F 1 110 600 Y571
OMKIM RK 11 PAPLU RK 11 F 2 110 600 Y571
OMKIM RK 11 TOSAN RK 11 N 1 110 600 Y572
OMKIM RK 11 TOSAN RK 11 N 2 110 600 Y572
OMKON YM 11 UBGUT YM 11 F 1   0 200 V223
OMKOP VI 11 PAKSI VI 11 N 1 110 460 J20
OMKOP VI 11 PAKSI VI 11 N 2 110 460 J20
OMKUN NZ 11 LEBOX NZ 11 F 1   0 460 Y655
OMKUN NZ 11 LEBOX NZ 11 F 2   0 460 Y655
OMKUN NZ 11 OPABI NZ 11 F 1   0 460 Y175
OMKUN NZ 11 OPABI NZ 11 F 2   0 460 Y175
OMKUN NZ 11 SELTA NZ 11 N 1   0 460 H499
OMKUN NZ 11 SELTA NZ 11 N 2   0 460 H499
OMKUN NZ 11 SUNIK NZ 11 N 1   0 460 H499
OMKUN NZ 11 SUNIK NZ 11 N 2   0 460 H499
OMKUN NZ 11 ZUKKY NZ 11 F 1   0 460 Y311
OMKUN NZ 11 ZUKKY NZ 11 F 2   0 460 Y311
OMKUR VI 11 UPNIR VI 11 N 1 130 255 J106-J108
OMKUR VI 11 UPNIR VI 11 N 2 130 255 J106-J108
OMLAT YM 11   WLU YM  2 F 1   0 200 Z61
OMLAV YM 11   WOL YM  2 F 2   0 600 Q15
OMLEG VA 11 TASEX VA 11 F 2 320 460 Q20
OMLEG VA 11 UXENA VA 11 N 2 280 460 N877
OMLET  P 11 TOESS  P 11 N 1 180 600 B586
OMLET  P 11 TOESS  P 11 N 2 180 600 B586
OMLET  P 11 VASKO RJ 11 N 1  60 600 B586
OMLET  P 11 VASKO RJ 11 N 2  60 600 B586
OMLIB ZS 11 UGOMO ZS 11 N 1   0 600 W209
OMLIB ZS 11 UGOMO ZS 11 N 2   0 600 W209
OMLIV WS 11 OMBAP WS 11 F 2 240 460 L644
OMMNI K7 11 VIZTA K7 11 N 1  18 175 T336
OMMNI K7 11 WHOOU K7 11 N 1  21 120 T341
  OMN K7  3 ATTIK MY 11 N 2 180 600 Y585
  OMN K7  3 COKES K7 11 N 1  30 179 V437
  OMN K7  3 JODAB K7 11 N 1  21 179 V51
  OMN K7  3 KIZER K7 11 N 1  36 179 V152-V437
  OMN K7  3 MIKBE K7 11 N 1  40 179 V3-V533
  OMN K7  3 OVIDO K7 11 N 1  30 179 V51
  OMN K7  3 SEBAG K7 11 N 1  50 179 V3
OMOBE K4 11 SATTY K4 11 N 1  24 179 V15
OMOGI ED 11 SUNEG ED 11 F 2 245 660 T721
OMOGO RJ 11 ROCKY RJ 11 N 1 100 600 V56
OMOGO RJ 11 ROCKY RJ 11 N 2 100 600 V56
OMOKO EG 11 GONAN LP 11 F 1  55 660 T16
OMOKO EG 11 GONAN LP 11 F 2  55 660 T16
OMOKU MM 11 ELURA MM 11 F 2 200 600 UT107
OMOMA UE 11 RENBI UE 11 N 1 105 405 W188
OMOMA UE 11 RENBI UE 11 N 2 105 405 W188
OMOMA UE 11 RILEB UE 11 N 1 115 405 W203
OMOMA UE 11 RILEB UE 11 N 2 115 405 W203
OMOMA UE 11 TIRUG UE 11 N 1 115 405 W203
OMOMA UE 11 TIRUG UE 11 N 2 115 405 W203
OMONA UN 11 POGIR UN 11 N 1  65 265 R706
OMONA UN 11 POGIR UN 11 N 2 265 520 N990
OMONA UN 11 RUMOD UN 11 N 1  65 520 A306
OMONA UN 11 RUMOD UN 11 N 2  65 520 A306
OMONI UH 11 TEBSA UH 11 N 1  75 265 B948
OMORU EH 11   PAM EH  3 F 1  65 660 L980
OMORU EH 11   PAM EH  3 F 2  65 660 L980
OMORU EH 11 SUSET EH 11 F 1  95 660 Z310
OMORU EH 11 SUSET EH 11 F 2  95 660 Z310
OMOTO PA 11 OPULO RJ 11 F 2 180 600 R580
OMOTU RK 11 BESNA RJ 11 F 1  70 600 Y781
OMOTU RK 11 BESNA RJ 11 F 2  70 600 Y781
OMOTU RK 11 TOPAX RK 11 N 1  80 600 A586
OMOTU RK 11 TOPAX RK 11 N 2  80 600 A586
OMPUT MM 11 ROLDA MM 11 N 2 200 600 J177
OMRAK CY 11 CFRCN K5 11 N 2 180 600 Q816-Q935
OMREG CY 11 OMRIR CY 11 N 1  46 179 T747
OMREG CY 11 WAINN CY 11 N 1  49 179 T682
OMSAT CY 11 ALLEX K6 11 N 2 290 600 N179E-N210A
OMSAT CY 11 KANNI K6 11 N 2 290 600 N169A-N200D
OMSAT CY 11 SCOTS CY 11 N 2 290 600 N173D-N204D-N891A
OMSAT CY 11 TUSKY CY 11 N 2 290 600 N175E-N206E
OMSAT CY 11 WHALE K6 11 N 2 290 600 N165A-N196A
OMSEK MM 11 SIKMA MM 11 N 2 200 600 UJ46
OMSIB MM 11 XOMSA MM 11 N 1  60 180 V8
OMSIB MM 11 XOMSA MM 11 N 2 200 600 UJ8
OMSUK MM 11 ROTGI MM 11 F 1  40 195 M219
OMSUK MM 11 ROTGI MM 11 F 2 200 600 UM219
OMSUN CY 11 TIEKL PA 11 N 2 280 600 NCA20
OMTOL CY 11    MT CY  2 F 2 290 600 N584B-N604B-N624B
OMUBI YB 11 ONELU YB 11 N 2   0 600 A464
OMUBI YB 11 PONAN YB 11 F 1   0 200 Y684
OMUBI YB 11 PUDUR YB 11 N 2   0 600 B587
OMUBI YB 11 UNVAT YB 11 N 2   0 600 A464
OMUDI ZS 11 SAGIP ZS 11 N 1   0 600 A593
OMUDI ZS 11 SAGIP ZS 11 N 2   0 600 A593
OMUKI OP 11 SALNA OP 11 N 1  32 600 J220
OMUKI OP 11 SALNA OP 11 N 2  32 600 J220
OMUPA VE 11 OVLAP VE 11 N 1 100 460 G590
OMUPA VE 11 OVLAP VE 11 N 2 100 460 G590
OMURO VT 11 VIBUN VD 11 N 1 100 250 G474-L880
OMURO VT 11 VIBUN VD 11 N 2 100 250 G474-L880
OMUSA ZH 11 AVPID ZH 11 F 1   0 600 B213
OMUSA ZH 11 AVPID ZH 11 F 2   0 600 B213
OMUSU RJ 11 MADOG RJ 11 F 1 150 600 Y53
OMUSU RJ 11 MADOG RJ 11 F 2 150 600 Y53
OMUTA RJ 11 OSTEP RJ 11 N 1  80 600 G339-Y14
OMUTA RJ 11 OSTEP RJ 11 N 2  80 600 G339-Y14
OMUTA RJ 11 TAIME RJ 11 N 1  80 600 G339-Y14
OMUTA RJ 11 TAIME RJ 11 N 2  80 600 G339-Y14
OMVEG CY 11 OTLUR CY 11 N 2 180 600 Q906
OMVEG CY 11 OVORA CY 11 N 2 180 600 Q919
OMVEG CY 11 RIONA CY 11 N 2 180 600 Q919
OMVEG CY 11 VESRU CY 11 N 1  39 179 T647
OMVEV CY 11 PUXOP CY 11 N 2 180 600 Q951
OMVIP MM 11 ALKIM MM 11 F 2 200 600 UT45
OMVIP MM 11 PISAD K4 11 F 2 200 600 UT27
OMVIP MM 11 RAKAR MM 11 N 2 200 600 UL674
OMVOM MM 11 SASEN MM 11 N 2 200 600 UT11-UT31
OMZER UL 11 AKARU UL 11 F 1  55 540 T908
OMZER UL 11 AKARU UL 11 F 2  55 540 T908
OMZER UL 11 VEKIL UL 11 F 1 245 540 L260
OMZER UL 11 VEKIL UL 11 F 2 245 540 L260
ONAGI YM 11 SUNTI YM 11 N 1   0 200 W468
ONAGI YM 11 WAREN YM 11 F 1   0 600 H215
ONAGI YM 11 WAREN YM 11 F 2   0 600 H215
ONALA YB 11 TAYER YM 11 N 2   0 600 G578
ONAMU FO 11 RAPIM FO 11 N 2 245 460 UR526
ONAMU FO 11 SIBEX FO 11 N 2 245 600 UQ581
ONAMU FO 11 VOMLA FO 11 N 2 245 600 UQ581
ONAPO WS 11 OMLIV WS 11 F 2 240 460 L644
ONARA YB 11 RILVO YB 11 N 1   0 600 J64
ONARA YB 11 RILVO YB 11 N 2   0 600 J64
ONARE K3 11 PRIOR K3 11 N 1  35 179 V171
ONARI DI 11 ZANOU DI 11 N 1  55 245 G859
ONASA FO 11 PILVI FO 11 N 1  65 245 R526
ONATA RK 11 SELPA RK 11 N 1 200 600 Y233
ONATA RK 11 SELPA RK 11 N 2 200 600 Y233
ONATI VE 11 SADGU VE 11 F 2 290 460 Q11
ONATO VR 11 PUKUL VR 11 N 1  35 320 T644
ONATO VR 11 PUKUL VR 11 N 2  35 320 T644
ONATO VR 11  VRMT VR 11 N 1  35 320 Z749
ONATO VR 11  VRMT VR 11 N 2  35 320 Z749
ONAVO FC 11 UPATU FC 11 N 2 245 600 UT419
ONBIK MM 11 UKIRO MM 11 N 1 150 180 V27
ONBIK MM 11 UKIRO MM 11 N 2 200 600 UJ33-UT162
ONBIR MM 11 CFSMG K2 11 N 1 120 180 V393
ONBUL MM 11 RAULS MM 11 N 2 200 600 UT23
  ONC RO  3 AZAMA RJ 11 N 1 210 600 Y579
  ONC RO  3 AZAMA RJ 11 N 2 210 600 Y579
  ONC RO  3 BINID RO 11 N 1  80 600 A582-Y45
  ONC RO  3 BINID RO 11 N 2  80 600 A582-Y45
  ONC RO  3 BISIS RO 11 N 1 170 600 Z31
  ONC RO  3 BISIS RO 11 N 2 170 600 Z31
  ONC RO  3 CHAMP RO 11 N 1 120 600 Y579
  ONC RO  3 CHAMP RO 11 N 2 120 600 Y579
  ONC RO  3 DONAN RO 11 N 1  60 600 V71
  ONC RO  3 DONAN RO 11 N 2  60 600 V71
  ONC RO  3 LASOD RO 11 N 1  40 600 A586
  ONC RO  3 LASOD RO 11 N 2  40 600 A586
  ONC RO  3 LEXUS RJ 11 N 1 180 600 A582-Y45
  ONC RO  3 LEXUS RJ 11 N 2 180 600 A582-Y45
  ONC RO  3 PINNE RO 11 N 1  50 600 B597
  ONC RO  3 PINNE RO 11 N 2  50 600 B597
  ONC RO  3 PRIUS RO 11 F 1 160 600 Y525
  ONC RO  3 PRIUS RO 11 F 2 160 600 Y525
  ONC RO  3 TAMAK RJ 11 F 1  60 600 V73
  ONC RO  3 TAMAK RJ 11 F 2  60 600 V73
ONDER TN 11 PUTAR TN 11 N 2 290 600 UL795
ONDOC RJ 11 HATIA RJ 11 F 1 200 600 Y452
ONDOC RJ 11 HATIA RJ 11 F 2 200 600 Y452
ONDOC RJ 11 MARCO RJ 11 F 1  80 600 Y28
ONDOC RJ 11 MARCO RJ 11 F 2  80 600 Y28
ONDOM MZ 11 ROLDO MZ 11 N 2 200 600 UL349
ONEBA ZL 11 SUBUL ZU 11 N 1   0 600 G212
ONEBA ZL 11 SUBUL ZU 11 N 2   0 600 G212
ONEGI YM 11 URAMU YM 11 F 1   0 200 Z74
ONEID K5 11 VICKS K5 11 N 1  26 179 V434
ONEIL  P 11 OPAKE PA 11 F 2 180 600 R580
ONEIL  P 11 RULOY PA 11 N 2 180 600 G469
ONELI FZ 11 ULRUG FZ 11 N 1  40 245 H10
ONELU YB 11 RILVO YB 11 N 2   0 600 A464
ONEMU RJ 11 OATIS RJ 11 F 2 180 600 R580
ONEOX PA 11 OGGOE PA 11 F 2 180 600 R580
ONERI WA 11 WERUR WA 11 N 1  90 245 Z642
ONESI DG 11 TEMBI DG 11 N 1  70 245 B600
ONESI DG 11 TEMBI DG 11 N 2 250 600 UB600
ONETI VT 11 RECNO VT 11 N 1 100 460 R575-W33
ONETI VT 11 RECNO VT 11 N 2 100 460 R575-W33
ONETU NS 11 RUGRO NF 11 N 1   0 460 G457
ONETU NS 11 RUGRO NF 11 N 2   0 460 G457
ONEWY K7 11 ZERBO K7 11 N 2 180 450 Q87
ONGAN MT 11 RETAK MT 11 N 1  75 245 M348
ONGAN MT 11 RETAK MT 11 N 2 245 600 UM348
ONGAN MT 11 SEPTO MT 11 N 1  75 245 G444
ONGAN MT 11 SEPTO MT 11 N 2 245 600 UG444
ONGAN MT 11 TUMAR MT 11 N 1  75 245 M348
ONGAN MT 11 TUMAR MT 11 N 2 245 600 UM348
ONGIV MM 11 SIKMA MM 11 N 2 200 600 UJ46
ONGOB MM 11 URVUT MM 11 N 2 200 600 UJ35
ONGOB MM 11 XOMLU MM 11 N 2 200 600 UJ35
ONGOB MM 11 XOXAD MM 11 N 1  70 180 V23
ONGON MM 11 OVDOR MM 11 N 2 250 600 J1
ONGON MM 11 UDGAL MM 11 N 2 250 600 J1
ONGOT K7 11 PERDO K6 11 N 1  55 600 M325
ONGOT K7 11 PERDO K6 11 N 2  55 600 M325
ONGOT K7 11 SAUCR K7 11 N 1  55 600 L453
ONGOT K7 11 SAUCR K7 11 N 2  55 600 L453
ONIDO NT 11 TATIA NT 11 F 1  95 660 Q23-Q24
ONIDO NT 11 TATIA NT 11 F 2  95 660 Q23-Q24
ONIKU RJ 11 NIRAT RK 11 F 2 240 600 A593
ONIKU RJ 11 POTET RJ 11 N 2 240 600 A593-Y592
ONIMA FE 11 OPOLA FE 11 N 2 245 600 UQ200
ONIMA FE 11 UMOSA FT 11 N 2 245 460 UA403
ONIMI GA 11 SOLMA GA 11 N 2 245 460 UR866
ONIMI GA 11 SONKO GA 11 N 2 245 460 UR866
ONISA VI 11    HW VI  2 F 1 180 460 L626
ONISA VI 11    HW VI  2 F 2 180 460 L626
ONITY K4 11 WUTIB K3 11 N 1  40 179 V72
ONKAL MM 11 SASES MM 11 N 1 130 180 V19-V39
ONKAL MM 11 SASES MM 11 N 2 200 600 UJ40
ONKAR FO 11 VOLMU FG 11 N 2 245 460 UA604
ONKIG DN 11 MESES DN 11 F 1  70 245 W951
ONKIG DN 11 MESES DN 11 F 2 245 600 UW951
ONKIG DN 11 SADKU DN 11 N 2 245 600 UQ400
ONKIR FZ 11 XIBKI FZ 11 N 2 290 600 UM216
ONLEN FP 11 SISTA FO 11 N 2 245 460 UA400
ONLEN FP 11 UBALO FP 11 N 1 145 245 A400
  ONL K3  3 CURIR K3 11 N 1  40 179 V148-V80
  ONL K3  3 GIYED K3 11 N 1  45 179 V100
  ONL K3  3 GOOLD K3 11 N 2 180 450 J148
  ONL K3  3 HANKI K3 11 N 2 210 450 J148
  ONL K3  3 JIKNU K3 11 N 1  54 179 V148-V80
  ONL K3  3 KATES K3 11 N 2 180 450 Q122
  ONL K3  3 KURSE K1 11 N 2 180 450 Q122
  ONL K3  3 NARLY K3 11 N 2 230 450 J114
  ONL K3  3   OVR K3  3 N 2 180 450 J151
  ONL K3  3   RAP K3  3 N 2 180 450 J151
  ONL K3  3 WUVUT K1 11 N 2 180 450 Q152
ONLON DI 11 USLEN DI 11 N 2 245 460 UA614-UM104
  ONM K2  3 BOTAW K2 11 N 1  90 179 V611
  ONM K2  3   SJN K2  3 N 1 120 179 V264
  ONM K2  3   TCS K2  3 N 1 101 175 T317
  ONM K2  3   TCS K2  3 N 2 180 450 J57
  ONM K2  3 TMACK K2 11 N 2 200 450 J104
  ONM K2  3 WUBBY K2 11 N 1  80 179 V187
  ONM K2  3 YECUG K2 11 N 1  79 175 T317
ONNOF LF 11 BALSI LF 11 F 2 195 500 UN852
ONOGO FK 11 OXIMU FE 11 N 2 245 600 UM998
ONOKU ZU 11 ATLAD ZU 11 F 1   0 600 W230
ONOKU ZU 11 ATLAD ZU 11 F 2   0 600 W230
ONOLA NZ 11 GOOSE NZ 11 F 1   0 460 V306
ONOLA NZ 11 GOOSE NZ 11 F 2   0 460 V306
ONOLA NZ 11 WAIMA NZ 11 N 1   0 460 Q421
ONOLA NZ 11 WAIMA NZ 11 N 2   0 460 Q421
ONOLO ZY 11 UPKED ZY 11 F 1   0 600 W629
ONOLO ZY 11 UPKED ZY 11 F 2   0 600 W629
ONOVY PH 11 WAPPO PH 11 N 1 260 450 R576
ONOVY PH 11 WAPPO PH 11 N 2 260 450 R576
ONPAD MD 11 POBIN MD 11 N 1  60 195 L212
ONPAD MD 11 POBIN MD 11 N 2 195 600 UL212
ONPAD MD 11 SEPTO MT 11 N 1  75 245 L212
ONPAD MD 11 SEPTO MT 11 N 2 245 600 UL212
ONPAL DI 11 UBUTU DI 11 N 2 245 460 UB729
ONPAL DI 11 VOXIR DI 11 N 2 245 460 UB729
  ONP K1  3 CUTEL K1 11 N 1  80 179 T257-V27
  ONP K1  3 HEMLO K1 11 N 1   0 450 C1419
  ONP K1  3 HEMLO K1 11 N 2   0 450 C1419
  ONP K1  3 JANAS K1 11 N 1  45 179 T257-V182-V27
  ONP K1  3 LANKE K1 11 N 1  60 179 V182
  ONP K1  3 TICKY K1 11 N 1  60 179 V452
  ONP K1  3 WESHH K1 11 N 1  42 175 T274
ONRON FZ 11 ULVAS FZ 11 N 2 245 600 UA613
ONRON FZ 11 VORVI FZ 11 N 2 290 600 UM998
ONSEK SB 11 VADAD SB 11 N 2 250 600 UN401
ONSET K1 11 TWISP K1 11 N 2 240 450 J505
ONSLO YM 11 SAGNO YM 11 N 1   0 200 Z102
ONSLO YM 11 VENGA YM 11 N 1   0 200 Z102
ONTOL GQ 11 SOLMA GA 11 N 2 245 460 UB735-UM108
ONTOP FT 11 EVKIN DN 11 F 2 245 600 UG619
ONUBA LE 11 PIMUR LE 11 N 1 145 660 R47-UN747
ONUBA LE 11 PIMUR LE 11 N 2 145 660 UN747
ONUDA FE 11 TITAS FE 11 N 2 250 460 UG655-UM215
ONUDA FE 11 UPAVO FE 11 N 2 245 460 UG862
ONUMA RJ 11 INAWA RJ 11 F 1 110 600 Y883
ONUMA RJ 11 INAWA RJ 11 F 2 110 600 Y883
ONUMA RJ 11 SANOH RJ 11 N 1 150 600 Y882
ONUMA RJ 11 SANOH RJ 11 N 2 150 600 Y882
ONUMA YB 11 REPOB YB 11 N 1   0 200 W717
ONUMI RJ 11 TOMAM RJ 11 N 1  90 600 V2
ONUMI RJ 11 TOMAM RJ 11 N 2  90 600 V2
ONUNE ED 11 BAMSU ED 11 F 1  45 245 T473
ONUNE ED 11 QATJA ED 11 N 1 165 660 N853
ONUNE ED 11 QATJA ED 11 N 2 165 660 N853
ONURI NT 11 IDUTA NT 11 F 1  65 660 J32
ONURI NT 11 IDUTA NT 11 F 2  65 660 J32
ONUSI GA 11 PITMA GA 11 N 1  65 245 A600
ONUSI GA 11 PITMA GA 11 N 2 245 460 UA600
ONUSI GA 11 TAVOT DF 11 N 2 245 460 UA600
ONZES UL 11 BAPOK UL 11 F 2 265 540 L254
  OOD K6  3 ALBEK K6 11 N 1  21 179 V312
  OOD K6  3 BRIEF K6 11 N 1  19 179 V166
  OOD K6  3 CANUV K6 11 N 1  20 179 V123-V312
  OOD K6  3 RUUTH K6 11 N 1  30 179 V123-V157
  OOD K6  3 SAVVY K6 11 N 1  20 179 V184
  OOD K6  3   VCN K6  3 N 1  19 179 V184
  OOD K6  3 ZITTE K6 11 N 1  19 179 V157
OOITA RJ 11 BEGOP RJ 11 F 1 150 600 Y23
OOITA RJ 11 BEGOP RJ 11 F 2 150 600 Y23
OOITA RJ 11 DONAR RJ 11 F 1  90 600 Y41
OOITA RJ 11 DONAR RJ 11 F 2  90 600 Y41
OOITA RJ 11 SALTY RJ 11 F 1 130 600 Y351
OOITA RJ 11 SALTY RJ 11 F 2 130 600 Y351
OOITA RJ 11 SHONO RJ 11 N 1 100 600 Y40
OOITA RJ 11 SHONO RJ 11 N 2 100 600 Y40
OOITA RJ 11 SOBOH RJ 11 N 1  80 600 Y45
OOITA RJ 11 SOBOH RJ 11 N 2  80 600 Y45
OOITA RJ 11 WOODY RJ 11 N 1  80 600 Y40
OOITA RJ 11 WOODY RJ 11 N 2  80 600 Y40
OOITA RJ 11 YANAI RJ 11 N 1  50 600 Y45
OOITA RJ 11 YANAI RJ 11 N 2  50 600 Y45
  OOM K5  3 EYTEJ K5 11 N 1  27 179 V305
  OOM K5  3 MOUTH K5 11 N 1  60 179 V221
  OOM K5  3 OPMUC K5 11 N 1  30 179 V221
  OOM K5  3 ZARHO K5 11 N 1  27 179 V305
  OOM YM  2 ATLIB YM 11 N 1   0 600 J37
  OOM YM  2 ATLIB YM 11 N 2   0 600 J37
  OOM YM  2 MIBUP YM 11 N 1   0 200 W806
  OOM YM  2 TIGGA YB 11 N 1   0 200 Z418
OOONN K7 11 VIRST K6 11 N 1 310 600 Y494
OOONN K7 11 VIRST K6 11 N 2 310 600 Y494
OOONN K7 11 WHOOS K7 11 N 1 310 600 Y494
OOONN K7 11 WHOOS K7 11 N 2 310 600 Y494
OORRR PH 11 PALAY PH 11 N 1  35 600 V2
OORRR PH 11 PALAY PH 11 N 2  35 600 V2
OOSIK PA 11 YIGUF PA 11 N 1  20 179 T228-V438
OOWEN K2 11 OXJEF K2 11 N 1  23 175 T259
OOWEN K2 11 SMONE K2 11 N 1  57 175 T333
OPABA YB 11 PEBTA YB 11 N 2   0 600 B473
OPABA YB 11 ROOKI YB 11 N 2   0 600 B587
OPABI NZ 11 POKOM NZ 11 N 1   0 460 Q277
OPABI NZ 11 POKOM NZ 11 N 2   0 460 Q277
OPAKA VA 11 EMRAK VA 11 F 2 320 460 Q20
OPAKE PA 11 OLCOT PA 11 F 2 180 600 R580
OPAKE PA 11 PINSO  P 11 N 2 180 600 A342
OPALE LF 11   ABB LF  3 F 1  65 195 J20
OPALE LF 11 KESAX LF 11 F 1 115 195 T421
OPALE LF 11 KESAX LF 11 F 2 195 500 UT421
OPALL YM 11 UNVAX YM 11 F 2   0 600 Q38
OPAMO VO 11   BBI VO  3 F 1 105 460 W56
OPAMO VO 11   BBI VO  3 F 2 105 460 W56
OPAMO VO 11 MOTRI VO 11 F 2 290 460 Q9
OPAMO VO 11 SUSIK VO 11 N 1 110 460 W121
OPAMO VO 11 SUSIK VO 11 N 2 110 460 W121
OPAMU ZU 11   FLG ZU  3 F 1   0 600 W80
OPAMU ZU 11   FLG ZU  3 F 2   0 600 W80
OPAMU ZU 11 MEKEP ZU 11 F 1   0 600 W238
OPAMU ZU 11 MEKEP ZU 11 F 2   0 600 W238
OPANA PH 11 SWEEP PH 11 N 1  50 600 V11
OPANA PH 11 SWEEP PH 11 N 2  50 600 V11
OPAPA NZ 11 RIDLA NZ 11 N 1   0 460 H201
OPAPA NZ 11 RIDLA NZ 11 N 2   0 460 H201
OPAPO FN 11 SIPLA FN 11 N 1  60 245 G853
OPAPO FN 11 TERBA DG 11 N 1  60 245 G853
OPAPO FN 11 TERBA DG 11 N 2 245 460 UG853
OPASA VE 11 BIGVA VE 11 F 2 280 460 P628
OPAUL TJ 11 QNEPA K7 11 N 1  55 600 L461
OPAUL TJ 11 QNEPA K7 11 N 2  55 600 L461
OPAUL TJ 11 SCAPA TN 11 N 2 180 450 L327
OPAUL TJ 11 YIYYO TJ 11 N 1  60 600 L461
OPAUL TJ 11 YIYYO TJ 11 N 2  60 600 L461
OPDAP FT 11 RATOD FK 11 N 2 245 600 UM998
OPDIE K6 11 UUBER K6 11 N 1  64 175 T300
OPDOL DN 11 TEVMA DN 11 N 2 245 600 UY333
OPDOL DN 11 USDOP DN 11 N 2 245 600 UQ592
OPDOL DN 11 USLAR DN 11 N 2 245 600 UY333
OPEKO YB 11 BEBUX YB 11 F 2   0 600 Y25
OPEMU DG 11 PINTI DG 11 N 2 250 600 UB600
OPERA RJ 11 YAKMO RJ 11 N 1 190 600 Y206
OPERA RJ 11 YAKMO RJ 11 N 2 190 600 Y206
OPESU VE 11 TEPAL VE 11 N 1  75 460 R460
OPESU VE 11 TEPAL VE 11 N 2  75 460 R460
OPGAM FC 11 SERAL FC 11 N 2 245 460 UL434
OPGAM FC 11 USKAV FC 11 N 2 245 600 UM731
OPGUG SB 11 OPVID SB 11 N 2 250 600 UZ12
OPHET PA 11 OGDEN PA 11 F 2 180 600 R580
OPIGI VI 11 DIPAS VI 11 F 2 290 460 Q1
