I
1200 Version - data cycle 2306, build 20240704, metadata NavXP1200. Copyright (c) 2024 Navigraph, Datasource Jeppesen

13  28.382472222  -13.866166667       98    10800    40      0.000  FUE ENRT GC FUERTEVENTURA DME
 3  17.930833333   19.134166667      785    11470   130      2.000   FY ENRT FT FAYA-LARGEAU VOR/DME
12  17.930833333   19.134166667      785    11470   130      0.000   FY ENRT FT FAYA-LARGEAU VOR/DME
 3  29.397500000   30.393055556       50    11730   130      5.000  FYM ENRT HE FAYOUM VOR/DME
12  29.397500000   30.393055556       50    11730   130      0.000  FYM ENRT HE FAYOUM VOR/DME
 3  33.732194444    9.920194444      400    11540   130      3.000  GAB ENRT DT GABES VOR/DME
12  33.732194444    9.920194444      400    11540   130      0.000  GAB ENRT DT GABES VOR/DME
 3  30.163611111    9.741388889     1110    11580   130      1.000  GAD ENRT HL GHADAMES VOR/DME
12  30.163611111    9.741388889     1110    11580   130      0.000  GAD ENRT HL GHADAMES VOR/DME
 3  34.420500000    8.824166667     1100    10900   130      2.000  GAF ENRT DT GAFSA VOR/DME
12  34.420500000    8.824166667     1100    10900   130      0.000  GAF ENRT DT GAFSA VOR/DME
 3  16.245688889    0.004486111      889    11230    40     -1.000  GAO ENRT GA GAO VOR/DME
12  16.245688889    0.004486111      889    11230    40      0.000  GAO ENRT GA GAO VOR/DME
 3 -26.514897222   27.676436111        0    11550   130    -20.000  GAV ENRT FA GRASMERE VOR
 3   7.255277778    9.004972222      500    11590   130     -1.000   GB ENRT DN GBOKO VOR/DME
12   7.255277778    9.004972222      500    11590   130      0.000   GB ENRT DN GBOKO VOR/DME
 3 -24.597713889   25.832455556     3400    11370   130    -16.000  GBV ENRT FB GABORONE VOR/DME
12 -24.597713889   25.832455556     3400    11370   130      0.000  GBV ENRT FB GABORONE VOR/DME
 3 -20.014722222   57.601333333      100    11480    40    -18.000  GBY ENRT FI GRAND BAY VOR/DME
12 -20.014722222   57.601333333      100    11480    40      0.000  GBY ENRT FI GRAND BAY VOR/DME
 3  28.077083333  -15.429000000      787    11290   130     -4.000  GDV ENRT GC GRAN CANARIA VOR/DME
12  28.077111111  -15.428555556      787    11290   130      0.000  GDV ENRT GC GRAN CANARIA VOR/DME
 3 -19.604916667   18.118611111     4614    11570    40     -9.000  GFV ENRT FY GROOTFONTEIN VOR/DME
12 -19.604916667   18.118611111     4614    11570    40      0.000  GFV ENRT FY GROOTFONTEIN VOR/DME
 3  32.393286111    3.777880556     1581    11490   130      1.000  GHA ENRT DA NOUMERAT VOR/DME
12  32.393286111    3.777880556     1581    11490   130      0.000  GHA ENRT DA NOUMERAT VOR/DME
 3  25.146883333   10.138916667     2296    11480   130      1.000  GHT ENRT HL GHAT VOR/DME
12  25.146883333   10.138916667     2296    11480   130      0.000  GHT ENRT HL GHAT VOR/DME
 3   9.567966667  -13.619669444       90    11490   130     -7.000  GIA ENRT GU GBESSIA (CONAKRY) VOR/DME
12   9.567966667  -13.619669444       90    11490   130      0.000  GIA ENRT GU GBESSIA (CONAKRY) VOR/DME
 3  29.010469444  -10.069294444     1083    11430   130     -2.000  GLM ENRT GM GUELMIME VOR/DME
12  29.010469444  -10.069294444     1083    11430   130      0.000  GLM ENRT GM GUELMIME VOR/DME
 3  10.280222222   10.875250000     1555    11210   130     -1.000  GME ENRT DN GOMBE VOR/DME
12  10.280222222   10.875250000     1555    11210   130      0.000  GME ENRT DN GOMBE VOR/DME
 3  13.473441667   22.535361111     2637    11630    40      2.000  GNA ENRT HS EL GENIENA VOR/DME
12  13.473441667   22.535361111     2637    11630    40      0.000  GNA ENRT HS EL GENIENA VOR/DME
 3  -1.678600000   29.240516667     5031    11650   130      1.000  GOM ENRT FZ GOMA VOR/DME
12  -1.678600000   29.240516667     5031    11650   130      0.000  GOM ENRT FZ GOMA VOR/DME
 3  35.209372222    0.148913889        0    11310   130     -0.000  GRS ENRT DA GHRISS VOR
 3 -34.007350000   22.375961111      659    11660   130    -26.000  GRV ENRT FA GEORGE VOR/DME
12 -34.007350000   22.375961111      659    11660   130      0.000  GRV ENRT FA GEORGE VOR/DME
 3 -24.551111111   25.921666667     3287    11400   130    -16.000  GSV ENRT FB GABORONE VOR/DME
12 -24.551111111   25.921666667     3287    11400   130      0.000  GSV ENRT FB GABORONE VOR/DME
 3  -1.396591667   36.637941667     7875    11590   130      1.000   GV ENRT HK NGONG VOR/DME
12  -1.396591667   36.637941667     7875    11590   130      0.000   GV ENRT HK NGONG VOR/DME
 3   9.106202778   38.769919444    10160    11590   130      2.000  GWZ ENRT HA GAWASA VOR/DME
12   9.106202778   38.769919444    10160    11590   130      0.000  GWZ ENRT HA GAWASA VOR/DME
 3 -29.124719444   30.585569444     3639    11350   130    -24.000  GYV ENRT FA GREYTOWN VOR/DME
12 -29.124719444   30.585569444     3639    11350   130      0.000  GYV ENRT FA GREYTOWN VOR/DME
 3 -11.515008333   43.276691667      102    11470   130     -6.000  HAI ENRT FM MORONI VOR/DME
12 -11.515008333   43.276691667      102    11470   130      0.000  HAI ENRT FM MORONI VOR/DME
 3  27.177750000   33.796388889       70    11650   130      4.000  HGD ENRT HE HURGHADA VOR/DME
12  27.177750000   33.796388889       70    11650   130      0.000  HGD ENRT HE HURGHADA VOR/DME
 3 -26.696805556   28.283163889        0    11670   130    -19.000  HGV ENRT FA HEIDELBERG VOR
 3  31.691361111    6.141916667      489    11470   130      1.000  HME ENRT DA HASSI MESSAOUD VOR/DME
12  31.691361111    6.141916667      489    11470   130      0.000  HME ENRT DA HASSI MESSAOUD VOR/DME
 3 -31.605883333   25.844000000        0    11340   130    -26.000  HMV ENRT FA HOFMEYER VOR
13  27.816055556  -17.886444444       98    11320    40      0.000   HR ENRT GC EL HIERRO DME
 3  32.937222222    3.356666667     2500    11540   130     -0.000  HRM ENRT DA HASSI R'MEL VOR/DME
12  32.937222222    3.356666667     2500    11540   130      0.000  HRM ENRT DA HASSI R'MEL VOR/DME
 3 -24.347202778   31.047608333     1664    11400   130    -16.000  HSV ENRT FA HOEDSPRUIT VOR/DME
12 -24.347202778   31.047608333     1664    11400   130      0.000  HSV ENRT FA HOEDSPRUIT VOR/DME
 3   7.347444444    3.965694444      771    11210   130     -2.000  IBA ENRT DN IBADAN VOR/DME
12   7.347444444    3.965694444      771    11210   130      0.000  IBA ENRT DN IBADAN VOR/DME
 3  19.555825000    5.721147222        0    11340   130     -0.000  IGZ ENRT DA IN GUEZZAM VOR
 3   8.424944444    4.476277778     1076    11230   130     -2.000  ILR ENRT DN ILORIN VOR/DME
12   8.424944444    4.476277778     1076    11230   130      0.000  ILR ENRT DN ILORIN VOR/DME
 3  26.720050000    8.635772222     1778    11560   130      1.000  ILZ ENRT DA ILLIZI VOR/DME
12  26.720050000    8.635772222     1778    11560   130      0.000  ILZ ENRT DA ILLIZI VOR/DME
 3  28.066555556    9.660916667     1870    11290   130      2.000  IMN ENRT DA ZARZAITINE VOR/DME
12  28.066555556    9.660916667     1870    11290   130      0.000  IMN ENRT DA ZARZAITINE VOR/DME
 3   2.813333333   27.601666667     2438    11670   130      1.000  IRO ENRT FZ ISIRO-MATARI VOR/DME
12   2.813333333   27.601666667     2438    11670   130      0.000  IRO ENRT FZ ISIRO-MATARI VOR/DME
 3  -4.823925000   11.887444444       85    11410   130     -2.000   IT ENRT FC POINTE NOIRE VOR/DME
12  -4.823925000   11.887444444       85    11410   130      0.000   IT ENRT FC POINTE NOIRE VOR/DME
 3  31.452633333   13.010452778     1910    11650   130      1.000  IZD ENRT HL MIZDA VOR/DME
12  31.452633333   13.010452778     1910    11650   130      0.000  IZD ENRT HL MIZDA VOR/DME
 3   8.887572222   11.241772222      672    11360    40      1.000  JAG ENRT DN JALINGO VOR/DME
12   8.887572222   11.241772222      672    11360    40      0.000  JAG ENRT DN JALINGO VOR/DME
 3  33.877222222   10.771611111      100    11220   130      3.000  JBA ENRT DT DJERBA VOR/DME
