uid,name,manufacturer,type,bpr,pr,max_thrust,ei_hc_to,ei_hc_co,ei_hc_app,ei_hc_idl,ei_co_to,ei_co_co,ei_co_app,ei_co_idl,ei_nox_to,ei_nox_co,ei_nox_app,ei_nox_idl,ff_to,ff_co,ff_app,ff_idl,fuel_lto,cruise_thrust,cruise_sfc,cruise_mach,cruise_alt
1AS001,TFE731-2-2B,Allied Signal,TF,2.64,13.9,15600,0.114,0.128,4.26,20.04,1.394,2.03,22.38,58.6,15.25,13.08,5.9,2.82,0.205,0.173,0.067,0.024,85.0,,,,
1AS002,TFE731-3,Allied Signal,TF,2.64,14.3,16500,0.062,0.072,1.41,9.04,1.13,1.62,15.56,47.7,19.15,16.02,6.92,3.72,0.225,0.186,0.072,0.026,92.0,3634.0,0.0232,0.8,40000.0
4AL003,AE3007A,Rolls-Royce Corporation,MTF,5.23,18.08,33730,0.25,0.29,0.64,2.51,0.75,0.92,3.28,17.35,20.54,17.47,7.79,3.83,0.377,0.315,0.117,0.049,162.0,,,,
6AL007,AE3007A1,Rolls-Royce Corporation,MTF,4.77,17.97,34910,0.03,0.03,0.03,3.85,0.75,0.56,6.72,39.91,16.17,14.07,7.13,4.17,0.3826,0.318,0.113,0.0461,157.0,,,,
6AL010,AE3007A1/1,Rolls-Royce Corporation,MTF,4.77,17.9,34740,0.03,0.03,0.03,3.88,0.74,0.55,6.8,40.07,16.1,14.01,7.12,4.17,0.3805,0.3163,0.1125,0.0459,156.0,,,,
6AL013,AE3007A1/3,Rolls-Royce Corporation,MTF,4.81,17.22,33050,0.03,0.03,0.03,3.81,0.5,0.5,7.62,38.47,15.42,13.49,6.93,4.27,0.3589,0.2999,0.1077,0.0449,151.0,,,,
6AL020,AE3007A1E,Rolls-Royce Corporation,MTF,4.72,19.06,37160,0.03,0.03,0.03,3.52,0.77,0.64,5.63,37.97,17.17,14.91,7.42,4.26,0.4122,0.3425,0.12,0.0475,165.0,,,,
6AL016,AE3007A1P,Rolls-Royce Corporation,MTF,4.77,17.9,34740,0.03,0.03,0.03,3.86,0.74,0.55,6.79,39.97,16.1,14.01,7.12,4.17,0.3806,0.3163,0.1126,0.046,157.0,,,,
10AL026,AE3007A2,Rolls-Royce Corporation,MTF,4.79,20.2,42230,0.0,0.0,0.0,1.71,0.71,0.74,4.08,34.17,18.61,15.99,7.9,4.39,0.466,0.388,0.138,0.055,189.0,,,,
6AL019,AE3007A3,Rolls-Royce Corporation,MTF,4.72,17.2,33000,0.03,0.03,0.03,4.1,0.5,0.5,7.65,41.29,15.4,13.48,6.93,4.12,0.3583,0.2995,0.1076,0.0448,150.0,,,,
8AL025,AE3007C,Rolls-Royce Corporation,MTF,5.2,15.8,29620,0.254,0.291,0.696,4.953,0.94,1.16,4.28,26.32,16.88,14.57,6.78,3.36,0.301,0.2527,0.0943,0.0377,127.0,,,,
6AL024,AE3007C1,Rolls-Royce Corporation,MTF,5.1,16.58,31460,0.0,0.01,0.21,5.88,0.0,0.0,1.62,36.04,20.2,17.6,6.71,3.14,0.3222,0.2689,0.0991,0.0418,138.0,,,,
13AL027,AE3007C2,Rolls-Royce Corporation,MTF,4.99,17.44,32729,0.0,0.01,0.22,2.57,0.0,0.0,1.97,23.09,21.25,18.11,6.56,3.14,0.3263,0.2714,0.0985,0.0472,147.0,,,,
1AA001,D-30,Aviadvigatel,MTF,0.85,18.4,66640,0.12,0.14,1.5,43.6,2.7,3.2,14.5,60.3,19.1,16.3,7.0,3.6,1.15,0.975,0.35,0.13,464.0,,,,
1AA002,D-30KP-2,Aviadvigatel,MTF,2.2,19.45,117600,0.7,0.8,2.7,13.3,2.2,2.8,15.4,62.4,16.5,13.5,6.3,3.3,1.67,1.42,0.49,0.21,703.0,,,,
1AA003,D-30KU,Aviadvigatel,MTF,2.35,17.4,112700,0.3,0.4,1.2,10.5,2.8,3.7,11.8,54.0,16.3,12.6,5.1,2.7,1.52,1.3,0.5,0.215,691.0,,,,
1AA004,D-30KU-154,Aviadvigatel,MTF,2.3,17.0,107500,0.4,0.5,1.9,12.7,3.0,3.6,18.2,77.7,14.5,11.6,5.1,2.9,1.42,1.1,0.42,0.207,629.0,,,,
13AA006,PS-90A,Aviadvigatel,MTF,4.48,30.8,154600,0.1,0.13,0.79,1.32,0.41,0.45,1.2,15.18,30.52,23.33,8.96,4.92,1.532,1.279,0.511,0.1675,617.112,,,,
13AA007,PS-90A1,Aviadvigatel,MTF,4.36,33.79,169700,0.1,0.1,0.16,0.72,0.38,0.4,1.07,12.91,35.69,26.68,9.88,4.92,1.654,1.354,0.533,0.174,647.556,,,,
13AA008,PS-90A2,Aviadvigatel,MTF,4.32,31.23,156950,0.11,0.14,0.21,2.88,0.44,0.65,1.91,16.79,32.7,25.52,9.31,4.3,1.38,1.117,0.491,0.171,590.0,,,,
4BR008,BR700-710A1-10,Rolls-Royce Deutschland,MTF,4.2,24.23,65610,0.02,0.02,0.05,1.09,1.04,0.93,4.78,27.82,18.79,15.07,7.68,4.69,0.713,0.594,0.214,0.089,299.0,,,,
4BR009,BR700-710A2-20,Rolls-Royce Deutschland,MTF,4.19,24.16,65610,0.02,0.02,0.05,1.12,1.04,0.93,4.81,28.0,18.73,15.03,7.67,4.67,0.714,0.595,0.214,0.089,299.0,,,,
6BR010,BR700-710C4-11,Rolls-Royce Deutschland,MTF,4.05,24.95,68770,0.02,0.02,0.05,2.29,1.04,0.92,4.92,31.57,19.52,15.43,7.71,4.5,0.747,0.617,0.215,0.083,294.0,,,,
4BR005,BR700-715A1-30,Rolls-Royce Deutschland,MTF,4.68,28.75,83230,0.05,0.06,0.02,0.11,0.66,0.63,4.05,19.72,20.97,16.43,8.75,3.95,0.831,0.686,0.24,0.1,339.0,,,,
4BR006,BR700-715B1-30,Rolls-Royce Deutschland,MTF,4.6,30.58,89680,0.03,0.06,0.02,0.07,0.72,0.63,3.59,18.6,24.28,18.27,9.01,4.14,0.91,0.75,0.257,0.103,360.0,,,,
4BR007,BR700-715C1-30,Rolls-Royce Deutschland,MTF,4.54,32.15,95330,0.01,0.06,0.02,0.06,0.8,0.64,3.23,17.85,27.92,20.05,9.23,4.28,0.984,0.805,0.272,0.105,377.0,,,,
11BR011,BR700-725A1-12,Rolls-Royce Deutschland,MTF,4.35,26.16,75700,0.0,0.0,0.0,3.0,0.4,0.32,5.93,41.9,16.92,13.32,7.81,3.38,0.789,0.65,0.221,0.085,304.578,,,,
20BR012,BR700-710D5-21,Rolls-Royce Deutschland,MTF,4.62,33.14,68430,0.02,0.0,0.01,2.13,0.32,0.63,2.84,34.97,26.63,20.2,9.11,3.07,0.682,0.564,0.197,0.08,275.0,,,,
1CM001,CFM56-2A,CFM International,TF,6.0,25.2,106760,0.04,0.04,0.08,1.13,0.9,0.9,3.4,23.5,20.4,17.3,8.7,4.3,1.114,0.911,0.318,0.13,446.0,,,,
1CM002,CFM56-2B-1,CFM International,TF,6.0,23.5,97860,0.04,0.05,0.08,1.83,0.9,0.9,4.2,30.7,18.5,16.0,8.2,4.0,0.985,0.819,0.311,0.128,424.0,,,,
1CM003,CFM56-2-C5,CFM International,TF,6.0,23.5,97860,0.04,0.05,0.08,1.83,0.9,0.9,4.2,30.7,18.5,16.0,8.2,4.0,0.985,0.819,0.311,0.128,424.0,,,,
1CM004,CFM56-3-B1,CFM International,TF,5.1,22.44,89410,0.04,0.05,0.08,2.28,0.9,0.95,3.8,34.4,17.7,15.5,8.3,3.9,0.946,0.792,0.29,0.114,392.0,,,,
1CM005,CFM56-3B-2,CFM International,TF,5.1,24.1,98300,0.036,0.047,0.073,1.75,0.9,0.9,3.4,30.1,19.4,16.7,8.7,4.1,1.056,0.878,0.314,0.119,421.0,,,,
1CM006,CFM56-3C-1,CFM International,TF,5.1,21.3,82290,0.05,0.05,0.08,2.86,0.9,1.0,4.2,38.1,16.6,14.7,8.0,3.8,0.872,0.732,0.273,0.111,372.0,,,,
1CM008,CFM56-5-A1,CFM International,TF,6.0,26.6,111200,0.23,0.23,0.4,1.4,0.9,0.9,2.5,17.6,24.6,19.6,8.0,4.0,1.051,0.862,0.291,0.1011,385.0,,,,
1CM009,CFM56-5A3,CFM International,TF,6.0,27.9,117880,0.2,0.2,0.3,1.3,0.9,0.9,2.4,16.2,26.4,21.1,8.3,4.1,1.131,0.925,0.307,0.1044,406.0,22241.0,0.0169,0.8,35000.0
4CM035,CFM56-5A4,CFM International,TF,6.0,23.8,97890,0.23,0.23,0.5,1.75,1.1,1.1,3.1,20.3,22.64,19.11,8.51,4.04,0.897,0.74,0.261,0.095,346.0,22241.0,,0.8,35000.0
4CM036,CFM56-5A5,CFM International,TF,6.0,25.1,104530,0.23,0.23,0.45,1.53,1.1,1.1,2.8,18.5,24.79,19.98,8.94,4.29,0.972,0.799,0.276,0.098,365.0,22241.0,,0.8,35000.0
2CM012,CFM56-5B1,CFM International,TF,5.7,30.2,133450,0.1,0.1,0.12,3.21,0.5,0.5,1.57,28.4,35.1,27.2,10.8,4.6,1.359,1.113,0.364,0.117,474.0,25977.0,0.0169,0.8,35000.0
2CM016,CFM56-5B1/2,CFM International,TF,5.7,30.2,133450,0.1,0.1,9.1,1.7,0.6,2.5,38.4,34.0,27.75,14.91,7.02,4.73,1.345,1.104,0.369,0.129,492.0,,,,
3CM020,CFM56-5B1/2P,CFM International,TF,5.7,30.5,133500,0.1,0.1,3.7,2.9,0.8,1.9,23.1,36.5,23.3,16.4,7.3,4.1,1.32,1.07,0.37,0.12,473.0,,,,
8CM052,CFM56-5B1/3,CFM International,TF,5.5,30.2,133400,0.03,0.02,0.05,1.37,0.38,0.2,2.53,27.92,26.18,19.77,9.28,4.45,1.318,1.063,0.347,0.109,448.0,,,,
3CM023,CFM56-5B1/P,CFM International,TF,5.7,30.47,133450,0.1,0.2,0.5,3.7,0.9,0.9,2.0,19.8,33.0,26.2,10.7,4.5,1.295,1.058,0.345,0.11,448.0,,,,
2CM013,CFM56-5B2,CFM International,TF,5.6,31.3,137900,0.1,0.1,0.12,3.04,0.5,0.5,1.4,27.4,37.8,28.5,11.0,4.7,1.426,1.158,0.376,0.119,489.0,25977.0,0.0154,0.8,35000.0
2CM017,CFM56-5B2/2,CFM International,TF,5.7,31.2,137900,0.1,0.1,8.4,1.7,0.4,1.7,35.8,33.7,29.57,15.86,7.24,4.82,1.406,1.132,0.377,0.131,503.0,,,,
4CM037,CFM56-5B2/2P,CFM International,TF,5.6,31.6,137900,0.1,0.1,3.3,2.7,0.7,1.6,21.4,35.5,29.4,17.5,7.6,4.2,1.39,1.11,0.39,0.13,501.0,,,,
8CM053,CFM56-5B2/3,CFM International,TF,5.5,31.3,137900,0.04,0.02,0.05,1.22,0.45,0.23,2.33,26.72,28.26,20.76,9.42,4.53,1.385,1.107,0.358,0.111,463.0,,,,
3CM024,CFM56-5B2/P,CFM International,TF,5.6,31.57,137900,0.1,0.2,0.5,3.6,0.8,0.9,1.9,19.5,35.1,27.4,10.9,4.6,1.361,1.099,0.356,0.113,464.0,,,,
4CM038,CFM56-5B3/2P,CFM International,TF,5.6,32.8,142400,0.1,0.1,2.9,2.5,0.6,1.3,19.9,34.5,32.0,18.6,7.8,4.3,1.47,1.15,0.4,0.13,512.0,,,,
8CM054,CFM56-5B3/3,CFM International,TF,5.4,32.6,142300,0.05,0.02,0.05,1.1,0.54,0.25,2.14,25.59,30.9,21.83,9.56,4.6,1.462,1.153,0.369,0.113,478.0,,,,
3CM025,CFM56-5B3/P,CFM International,TF,5.6,32.78,142350,0.1,0.2,0.5,3.5,0.8,0.9,1.7,19.2,37.3,28.5,11.2,4.7,1.43,1.141,0.366,0.115,478.0,,,,
2CM014,CFM56-5B4,CFM International,TF,5.9,27.1,117900,0.1,0.1,0.13,3.87,0.5,0.5,2.33,31.9,28.7,23.3,10.0,4.3,1.166,0.961,0.326,0.107,421.0,22241.0,0.0154,0.8,35000.0
2CM018,CFM56-5B4/2,CFM International,TF,5.7,27.1,117900,0.1,0.1,11.4,2.2,1.6,4.9,43.8,37.1,16.61,12.58,6.13,4.49,1.18,0.975,0.335,0.121,447.0,,,,
3CM021,CFM56-5B4/2P,CFM International,TF,5.9,27.7,120100,0.1,0.2,5.3,3.6,1.4,3.6,29.1,40.1,18.4,13.6,6.5,3.9,1.14,0.95,0.34,0.12,442.0,,,,
8CM055,CFM56-5B4/3,CFM International,TF,5.7,27.3,120100,0.02,0.02,0.05,1.92,0.25,0.16,3.24,32.07,21.57,17.23,8.85,4.22,1.142,0.939,0.316,0.102,407.0,,,,
3CM026,CFM56-5B4/P,CFM International,TF,5.9,27.69,120110,0.2,0.2,0.5,4.6,0.9,0.9,2.3,23.4,28.0,23.2,10.0,4.3,1.132,0.935,0.312,0.104,408.0,,,,
8CM056,CFM56-5B5/3,CFM International,TF,6.0,23.1,97900,0.03,0.03,0.08,3.55,0.15,0.2,4.94,41.77,16.42,14.01,8.03,3.81,0.894,0.743,0.264,0.092,343.0,,,,
3CM027,CFM56-5B5/P,CFM International,TF,5.9,23.33,97890,0.2,0.2,0.7,6.2,0.9,1.0,3.4,30.0,21.9,18.5,8.7,3.8,0.891,0.742,0.26,0.094,344.0,,,,
2CM019,CFM56-5B6/2,CFM International,TF,5.7,24.8,104500,0.1,0.2,0.2,3.4,4.48,12.18,17.75,46.1,13.51,10.41,10.32,3.9,0.998,0.827,0.315,0.111,400.0,,,,
3CM022,CFM56-5B6/2P,CFM International,TF,6.0,24.6,104500,0.2,0.2,0.4,4.6,3.1,7.4,21.5,44.8,14.2,11.0,8.7,3.6,0.97,0.81,0.31,0.11,394.0,,,,
8CM057,CFM56-5B6/3,CFM International,TF,5.9,24.3,104500,0.02,0.03,0.07,2.93,0.17,0.17,4.35,38.39,17.73,14.88,8.29,3.94,0.965,0.8,0.279,0.095,361.0,,,,
3CM028,CFM56-5B6/P,CFM International,TF,6.0,24.64,104530,0.2,0.2,0.6,5.5,0.9,1.0,2.9,27.7,23.6,19.6,9.2,4.0,0.961,0.799,0.275,0.097,363.0,,,,
8CM058,CFM56-5B7/3,CFM International,TF,5.7,27.3,120100,0.02,0.02,0.05,1.92,0.25,0.16,3.24,32.07,21.57,17.23,8.85,4.22,1.142,0.939,0.316,0.102,407.0,,,,
6CM044,CFM56-5B7/P,CFM International,TF,5.9,27.69,120110,0.2,0.2,0.5,4.6,0.9,0.9,2.3,23.4,28.0,23.2,10.0,4.3,1.132,0.935,0.312,0.104,408.0,,,,
8CM059,CFM56-5B8/3,CFM International,TF,6.0,22.7,96100,0.03,0.03,0.08,3.76,0.15,0.21,5.12,42.82,16.1,13.79,7.96,3.77,0.875,0.727,0.26,0.091,338.0,,,,
7CM048,CFM56-5B8/P,CFM International,TF,5.9,22.6,94700,0.1,0.1,0.9,6.5,0.8,0.8,3.9,32.9,19.7,16.7,8.4,3.4,0.875,0.729,0.262,0.094,342.0,,,,
7CM050,CFM56-5B9/2P,CFM International,TF,5.9,24.4,102200,0.2,0.3,0.4,4.4,2.9,8.1,21.0,44.1,13.9,10.7,7.6,3.2,0.961,0.799,0.296,0.105,381.0,,,,
8CM060,CFM56-5B9/3,CFM International,TF,5.9,24.2,103600,0.02,0.03,0.07,3.01,0.16,0.17,4.42,38.8,17.54,14.76,8.26,3.92,0.956,0.793,0.278,0.095,359.0,,,,
7CM049,CFM56-5B9/P,CFM International,TF,5.9,24.0,102200,0.1,0.1,0.8,5.9,0.8,0.8,3.7,30.4,21.4,17.9,8.8,3.6,0.954,0.794,0.28,0.098,365.0,,,,
1CM010,CFM56-5C2,CFM International,MTF,6.8,28.8,138780,0.008,0.008,0.082,5.68,0.93,0.8,1.75,34.0,32.6,25.8,10.0,4.19,1.308,1.076,0.3558,0.1175,466.0,30759.0,0.0154,0.8,35000.0
7CM045,CFM56-5C2/P,CFM International,MTF,6.8,28.2,137610,0.0,0.0,0.0,5.8,0.8,0.7,2.1,35.1,29.7,23.8,9.3,3.9,1.252,1.035,0.342,0.109,441.0,,,,
1CM011,CFM56-5C3,CFM International,MTF,6.7,29.9,144570,0.008,0.008,0.074,5.35,0.98,0.82,1.57,32.6,34.7,27.1,10.4,4.26,1.373,1.131,0.37,0.1203,483.0,30737.0,0.0154,0.8,35000.0
7CM046,CFM56-5C3/P,CFM International,MTF,6.7,29.2,143330,0.0,0.0,0.0,5.4,0.8,0.7,1.9,33.4,31.6,25.1,9.6,4.0,1.316,1.085,0.355,0.112,458.0,,,,
2CM015,CFM56-5C4,CFM International,MTF,6.6,31.15,151250,0.008,0.008,0.065,5.0,1.0,0.85,1.4,30.93,37.67,29.05,10.67,4.28,1.456,1.195,0.386,0.124,505.0,31582.0,0.0154,0.8,35000.0
7CM047,CFM56-5C4/P,CFM International,MTF,6.6,30.5,149900,0.0,0.0,0.0,5.0,0.8,0.7,1.6,31.6,34.1,26.7,9.9,4.1,1.395,1.143,0.37,0.115,478.0,,,,
3CM029,CFM56-7B18,CFM International,TF,5.5,21.59,86740,0.1,0.1,0.1,3.5,0.6,0.4,3.6,28.3,19.2,16.6,9.1,4.3,0.854,0.714,0.26,0.097,344.0,24109.0,,0.8,35000.0
8CM061,CFM56-7B18/3,CFM International,TF,5.5,21.4,86700,0.03,0.03,0.08,4.51,0.17,0.28,5.54,46.64,14.81,13.0,7.78,3.65,0.842,0.702,0.256,0.092,333.0,,,,
3CM030,CFM56-7B20,CFM International,TF,5.4,22.61,91630,0.1,0.1,0.1,3.1,0.6,0.5,3.2,25.9,20.5,17.4,9.5,4.3,0.913,0.761,0.274,0.1,361.0,24242.0,0.0179,0.8,35000.0
4CM039,CFM56-7B20/2,CFM International,TF,5.4,22.77,91630,0.07,0.23,0.36,8.11,4.26,11.38,11.37,49.71,13.25,10.81,9.39,3.75,0.903,0.754,0.278,0.102,363.0,,,,
8CM062,CFM56-7B20/3,CFM International,TF,5.5,22.4,91600,0.03,0.03,0.08,3.84,0.15,0.23,5.03,43.31,15.61,13.53,7.98,3.77,0.896,0.746,0.268,0.094,348.0,,,,
11CM067,CFM56-7B20E,CFM International,TF,5.5,22.4,91600,0.03,0.03,0.08,3.84,0.15,0.23,5.03,43.31,15.61,13.5,8.0,3.8,0.896,0.746,0.268,0.094,348.0,,,,
3CM031,CFM56-7B22,CFM International,TF,5.3,24.41,100970,0.1,0.1,0.1,2.5,0.5,0.6,2.5,22.8,23.1,19.0,10.0,4.5,1.021,0.844,0.298,0.105,390.0,24242.0,,0.8,35000.0
4CM040,CFM56-7B22/2,CFM International,TF,5.3,24.61,100970,0.06,0.1,6.06,7.26,2.18,6.58,30.87,45.35,15.08,12.16,6.37,3.94,1.008,0.837,0.303,0.105,389.0,,,,
8CM063,CFM56-7B22/3,CFM International,TF,5.3,24.2,101000,0.02,0.03,0.07,2.83,0.16,0.17,4.18,37.9,17.4,14.67,8.35,3.95,1.004,0.832,0.291,0.099,377.0,,,,
11CM068,CFM56-7B22E,CFM International,TF,5.3,24.2,101000,0.02,0.03,0.07,2.83,0.16,0.17,4.18,37.9,17.4,14.67,8.35,3.95,1.004,0.832,0.291,0.099,376.0,,,,
11CM069,CFM56-7B22E/B1,CFM International,TF,5.3,24.2,101000,0.02,0.03,0.07,2.83,0.16,0.17,4.18,37.9,17.4,14.67,8.35,3.95,1.004,0.832,0.291,0.099,376.0,,,,
3CM032,CFM56-7B24,CFM International,TF,5.2,25.78,107650,0.1,0.1,0.1,2.4,0.4,0.6,2.2,22.0,25.3,20.5,10.1,4.4,1.103,0.91,0.316,0.109,412.0,24376.0,0.0178,0.8,35000.0
4CM041,CFM56-7B24/2,CFM International,TF,5.2,25.95,107650,0.05,0.07,6.01,6.55,1.38,4.3,30.32,42.72,16.63,13.23,6.72,4.08,1.089,0.902,0.313,0.109,410.0,,,,
8CM064,CFM56-7B24/3,CFM International,TF,5.3,25.6,107600,0.02,0.03,0.06,2.3,0.18,0.15,3.68,34.71,18.93,15.6,8.6,4.09,1.086,0.895,0.308,0.103,398.0,,,,
11CM070,CFM56-7B24E,CFM International,TF,5.3,25.6,107600,0.02,0.03,0.06,2.3,0.18,0.15,3.68,34.71,18.93,15.6,8.6,4.09,1.086,0.895,0.308,0.103,398.0,,,,
11CM071,CFM56-7B24E/B1,CFM International,TF,5.3,25.6,107600,0.02,0.03,0.06,2.3,0.18,0.15,3.68,34.71,18.93,15.6,8.6,4.09,1.086,0.895,0.308,0.103,398.0,,,,
8CM051,CFM56-7B26,CFM International,TF,5.1,27.61,116990,0.1,0.1,0.1,1.9,0.2,0.6,1.6,18.8,28.8,22.5,10.8,4.7,1.221,0.999,0.338,0.113,441.0,24376.0,,0.8,35000.0
4CM042,CFM56-7B26/2,CFM International,TF,5.1,27.8,116990,0.03,0.06,4.73,5.88,0.77,2.51,26.07,39.93,19.2,14.77,7.26,4.27,1.203,0.989,0.334,0.113,438.0,,,,
8CM065,CFM56-7B26/3,CFM International,TF,5.1,27.7,117000,0.02,0.02,0.05,1.75,0.25,0.16,3.07,30.94,21.79,17.08,8.93,4.27,1.213,0.986,0.331,0.108,429.0,,,,
11CM072,CFM56-7B26E,CFM International,TF,5.1,27.7,117000,0.02,0.02,0.05,1.75,0.2,0.16,3.07,30.94,21.79,17.08,8.93,4.27,1.213,0.986,0.331,0.108,429.0,,,,
11CM073,CFM56-7B26E/B1,CFM International,TF,5.1,27.7,117000,0.02,0.02,0.05,1.75,0.2,0.16,3.07,30.94,21.79,17.08,8.93,4.27,1.213,0.986,0.331,0.108,429.0,,,,
11CM074,CFM56-7B26E/B2,CFM International,TF,5.1,27.7,117000,0.02,0.02,0.05,1.75,0.2,0.16,3.07,30.94,21.79,17.08,8.93,4.27,1.213,0.986,0.331,0.108,429.0,,,,
11CM076,CFM56-7B26E/B2F,CFM International,TF,5.1,27.7,117000,0.02,0.02,0.05,1.75,0.2,0.16,3.07,30.94,21.79,17.08,8.93,4.27,1.213,0.986,0.331,0.108,429.0,,,,
11CM075,CFM56-7B26E/F,CFM International,TF,5.1,27.7,117000,0.02,0.02,0.05,1.75,0.2,0.16,3.07,30.94,21.79,17.08,8.93,4.27,1.213,0.986,0.331,0.108,429.0,,,,
3CM034,CFM56-7B27,CFM International,TF,5.0,28.63,121440,0.1,0.1,0.1,1.7,0.2,0.5,1.4,17.9,30.9,23.7,11.0,4.8,1.284,1.043,0.349,0.116,456.0,,,,
4CM043,CFM56-7B27/2,CFM International,TF,5.0,28.84,121440,0.05,0.06,4.21,5.56,0.54,1.97,24.28,38.73,20.81,15.59,7.53,4.36,1.265,1.033,0.351,0.115,453.0,,,,
8CM066,CFM56-7B27/3,CFM International,TF,5.1,29.0,121400,0.03,0.02,0.05,1.54,0.31,0.17,2.82,29.39,23.94,17.89,9.09,4.36,1.293,1.031,0.343,0.11,444.0,,,,
11CM080,CFM56-7B27AE,CFM International,TF,5.1,29.0,121400,0.03,0.02,0.05,1.54,0.31,0.17,2.82,29.39,23.94,17.89,9.09,4.36,1.293,1.031,0.343,0.11,444.0,,,,
11CM077,CFM56-7B27E,CFM International,TF,5.1,29.0,121400,0.03,0.02,0.05,1.54,0.31,0.17,2.82,29.39,23.94,17.89,9.09,4.36,1.293,1.031,0.343,0.11,444.0,,,,
11CM078,CFM56-7B27E/B1,CFM International,TF,5.1,29.0,121400,0.03,0.02,0.05,1.54,0.31,0.17,2.82,29.39,23.94,17.89,9.09,4.36,1.293,1.031,0.343,0.11,444.0,,,,
11CM082,CFM56-7B27E/B1F,CFM International,TF,5.1,29.0,121400,0.03,0.02,0.05,1.54,0.31,0.17,2.82,29.39,23.94,17.89,9.09,4.36,1.293,1.031,0.343,0.11,444.0,,,,
11CM079,CFM56-7B27E/B3,CFM International,TF,5.1,29.0,121400,0.03,0.02,0.05,1.54,0.31,0.17,2.82,29.39,23.94,17.89,9.09,4.36,1.293,1.031,0.343,0.11,444.0,,,,
11CM081,CFM56-7B27E/F,CFM International,TF,5.1,29.0,121400,0.03,0.02,0.05,1.54,0.31,0.17,2.82,29.39,23.94,17.89,9.09,4.36,1.293,1.031,0.343,0.11,444.0,,,,
20CM088,LEAP-1A24/24E1/23,CFM International,TF,11.3,30.0,106800,0.02,0.02,0.05,0.37,0.24,0.41,3.53,23.79,17.59,9.41,8.02,4.45,0.745,0.616,0.219,0.087,301.0,,,,
20CM089,LEAP-1A26/26E1,CFM International,TF,11.1,33.3,120600,0.02,0.02,0.04,0.29,0.24,0.26,2.65,21.63,30.8,13.38,8.75,4.61,0.861,0.71,0.244,0.091,330.0,,,,
20CM090,LEAP-1A35A/33/33B2/32/30,CFM International,TF,10.5,38.5,143100,0.05,0.02,0.04,0.21,0.3,0.24,1.79,18.68,59.74,32.35,9.95,4.85,1.062,0.869,0.284,0.098,380.0,,,,
20CM091,LEAP-1A26CJ,CFM International,TF,11.1,33.3,120600,0.02,0.02,0.04,0.29,0.24,0.26,2.65,21.63,30.8,13.38,8.75,4.61,0.861,0.71,0.244,0.091,330.0,,,,
20CM092,LEAP-1A29,CFM International,TF,10.7,35.5,130300,0.04,0.02,0.04,0.25,0.27,0.23,2.21,20.3,49.48,21.03,9.27,4.72,0.946,0.777,0.261,0.094,352.0,,,,
20CM093,LEAP-1A29CJ,CFM International,TF,10.7,35.5,130300,0.04,0.02,0.04,0.25,0.27,0.23,2.21,20.3,49.48,21.03,9.27,4.72,0.946,0.777,0.261,0.094,352.0,,,,
20CM094,LEAP-1B21,CFM International,TF,8.5,36.8,111300,0.04,0.04,0.05,0.71,0.15,0.16,1.49,16.19,30.39,17.53,10.26,4.74,0.877,0.722,0.245,0.089,330.0,,,,
20CM095,LEAP-1B23,CFM International,TF,8.5,37.9,115200,0.04,0.04,0.05,0.64,0.16,0.14,1.36,15.61,38.19,18.11,10.7,4.63,0.916,0.752,0.253,0.091,340.0,,,,
20CM096,LEAP-1B25,CFM International,TF,8.4,40.135,119200,0.04,0.04,0.05,0.59,0.17,0.14,1.25,15.27,48.9,20.35,11.1,4.57,0.96,0.784,0.26,0.091,348.0,,,,
20CM097,LEAP-1B28BBJ2,CFM International,TF,8.3,40.5,124700,0.05,0.04,0.05,0.51,0.17,0.14,1.11,14.4,55.26,23.26,11.59,4.59,1.014,0.826,0.273,0.095,365.0,,,,
20CM098,LEAP-1B27,CFM International,TF,8.3,40.5,124700,0.05,0.04,0.05,0.51,0.17,0.14,1.11,14.4,55.26,23.26,11.59,4.59,1.014,0.826,0.273,0.095,365.0,,,,
20CM099,LEAP-1B28B2C,CFM International,TF,8.3,40.5,124700,0.05,0.04,0.05,0.51,0.17,0.14,1.11,14.4,55.26,23.26,11.59,4.59,1.014,0.826,0.273,0.095,365.0,,,,
20CM100,LEAP-1B28BBJ1,CFM International,TF,8.3,42.0,130400,0.05,0.04,0.05,0.46,0.18,0.15,0.99,13.77,64.36,29.59,11.92,4.68,1.075,0.873,0.285,0.097,380.0,,,,
20CM101,LEAP-1B28/28B2/28B1/28B3,CFM International,TF,8.3,42.0,130400,0.05,0.04,0.05,0.46,0.18,0.15,0.99,13.77,64.36,29.59,11.92,4.68,1.075,0.873,0.285,0.097,380.0,,,,
9EA001,GP7270,Engine Alliance,TF,8.71,36.62,332390,0.03,0.03,0.07,4.04,0.11,0.09,1.27,33.58,41.73,31.37,12.9,5.24,2.637,2.169,0.711,0.234,932.0,56194.0,,0.85,35000.0
11GE140,CF34-10A16,GE Aircraft Engines,TF,5.7,25.1,76900,0.06,0.08,0.14,6.96,0.49,0.34,3.98,52.05,17.87,15.04,7.97,3.45,0.765,0.632,0.219,0.083,298.0,,,,
11GE141,CF34-10A18,GE Aircraft Engines,TF,5.4,26.5,82100,0.05,0.08,0.13,5.67,0.66,0.36,3.43,47.29,19.47,16.72,8.26,3.58,0.826,0.684,0.232,0.086,315.0,,,,
