# code,name,lat,lon,class,alt,country code 
FOOR, Lastourville Airport, -0.827, 12.749, Small, 6200, GB
FOOS, Sette Cama Airport, -2.533, 9.767, Small, 3900, GB
FOOT, Tchibanga Airport, -2.85, 11.017, Small, 5900, GB
FOOY, Mayumba Airport, -3.458, 10.674, Small, 5900, GB
FPPR, PRINCIPE, 1.663, 7.412, Medium, 4331, TP
FPST, SAO TOME INTL, 0.378, 6.712, Medium, 7083, TP
FQAG, Angoche Airport, -16.182, 39.945, Small, 3600, MZ
FQBI, Bilene Airport, -25.266, 33.239, Small, 2200, MZ
FQBR, BEIRA, -19.796, 34.908, Medium, 7874, MZ
FQCB, Cuamba Airport, -14.815, 36.53, Small, 8200, MZ
FQCH, CHIMOIO, -19.151, 33.429, Medium, 7874, MZ
FQFU, Furancungo Airport, -14.919, 33.628, Small, , MZ
FQIA, Inhaca Airport, -25.997, 32.929, Small, 2100, MZ
FQIN, INHAMBANE, -23.876, 35.409, Medium, 4921, MZ
FQLC, LICHINGA, -13.274, 35.266, Medium, 8300, MZ
FQLU, LUMBO, -15.033, 40.672, Small, 4921, MZ
FQMA, MAPUTO, -25.921, 32.573, Medium, 12008, MZ
FQMD, MUEDA, -11.673, 39.563, Medium, 7714, MZ
FQMP, MOCIMBOA DA PRAIA, -11.362, 40.355, Medium, 6562, MZ
FQMR, MARRUPA, -13.225, 37.552, Small, 5660, MZ
FQNC, NACALA, -14.488, 40.712, Small, 8202, MZ
FQNP, NAMPULA, -15.106, 39.282, Medium, 6562, MZ
FQPB, PEMBA, -12.987, 40.522, Medium, 5905, MZ
FQPO, Ponta do Ouro Airport, -26.829, 32.838, Small, 2400, MZ
FQQL, QUELIMANE, -17.855, 36.869, Medium, 5905, MZ
FQSG, SONGO, -15.603, 32.773, Small, 2953, MZ
FQTT, TETE CHINGODZI, -16.105, 33.64, Medium, 8225, MZ
FQUG, ULONGWE, -14.705, 34.352, Small, 5900, MZ
FQVL, VILANKULO, -22.018, 35.313, Medium, 4823, MZ
FQXA, Xai-Xai Airport, -25.038, 33.627, Small, , MZ
FSAL, ALPHONSE, -7.005, 52.726, Small, 3819, SE
FSAS, ASSUMPTION ISLAND, -9.742, 46.507, Small, 3963, SE
FSDA, Darros Airport, -5.417, 53.3, Small, 3200, SE
FSDR, DESROCHES, -5.697, 53.656, Small, 4383, SE
FSFA, FARQUHAR, -10.11, 51.176, Small, 3035, SE
FSIA, SEYCHELLES INTL, -4.674, 55.522, Medium, 8800, SE
FSMA, Marie-Louise Airport, -6.174, 53.144, Small, 1700, SE
FSPL, Platte Airport, -5.859, 55.383, Small, 3000, SE
FSPP, PRASLIN, -4.319, 55.691, Small, 4062, SE
FSSB, Bird Island Airport, -3.725, 55.205, Small, 3000, SE
FSSC, COETIVY, -7.135, 56.278, Small, 3937, SE
FSSD, Denis Island Airport, -3.802, 55.667, Small, 2700, SE
FSSF, Fr\xc3\xa9gate Island Airport, -4.583, 55.95, Small, 1600, SE
FSSR, Remire Island Airport, -5.117, 53.312, Small, 1500, SE
FTTA, Sarh Airport, 9.144, 18.374, Small, 5900, CD
FTTB, Bongor Airport, 10.288, 15.381, Small, 5200, CD
FTTC, ABECHE, 13.847, 20.844, Medium, 9186, CD
FTTD, MOUNDOU, 8.624, 16.071, Medium, 5906, CD
FTTE, Biltine Airport, 14.517, 20.9, Small, 4100, CD
FTTF, Fada Airport, 17.167, 21.567, Small, 3600, CD
FTTG, Goz-Beida Airport, 12.2, 21.467, Small, 4500, CD
FTTH, Lai Airport, 9.4, 16.3, Small, 2600, CD
FTTI, Ati Airport, 13.239, 18.313, Small, 4200, CD
FTTJ, NDJAMENA HASSAN DJAMOUS, 12.134, 15.034, Medium, 9186, CD
FTTK, Bokoro Airport, 12.383, 17.067, Small, 3700, CD
FTTL, Bol Airport, 13.443, 14.739, Small, 2600, CD
FTTM, Mongo Airport, 12.167, 18.675, Small, 5900, CD
FTTN, Am Timan Airport, 11.034, 20.274, Small, 4900, CD
FTTP, Pala Airport, 9.378, 14.925, Small, 5200, CD
FTTR, Zouar Airport, 20.45, 16.583, Small, 4700, CD
FTTS, Bousso Airport, 10.483, 16.717, Small, 3900, CD
FTTU, Mao Airport, 14.146, 15.314, Small, 3600, CD
FTTY, FAYA LARGEAU, 17.917, 19.111, Medium, 9186, CD
FTTZ, Bardai Zougra Airport, 21.45, 17.05, Small, 5900, CD
FVAB, Aberdeen Airport, -18.167, 32.667, Small, 3600, ZI
FVAE, Braebourne Airport, -16.667, 31.233, Small, , ZI
FVBB, Beit Bridge Airport, -22.2, 30.017, Small, 3200, ZI
FVBI, Binga Airport, -17.648, 27.317, Small, 3500, ZI
FVBL, Mabalauta Airport, -21.917, 31.467, Small, 3600, ZI
FVBM, Bumi Airport, -16.817, 28.35, Small, 3600, ZI
FVBO, Bosbury Airport, -18.217, 30.133, Small, 2900, ZI
FVBU, J M NKOMO INTL, -20.017, 28.618, Medium, 8491, ZI
FVCC, C.C. Strip, -17.433, 30.3, Small, 3200, ZI
FVCD, Chirundu Airport, -16.0, 28.9, Small, 2900, ZI
FVCE, Celina Airport, -17.517, 30.85, Small, 3000, ZI
FVCH, Chipinge Airport, -20.207, 32.628, Small, 3600, ZI
FVCM, Cam+Motor Airport, -18.3, 29.967, Small, 900, ZI
FVCN, CENTENARY, -16.734, 31.122, Small, 3569, ZI
FVCP, CHARLES PRINCE, -17.752, 30.925, Small, 3937, ZI
FVCR, Chizarira Airport, -17.683, 27.9, Small, 3200, ZI
FVCV, Chivu Airport, -19.033, 30.9, Small, 3600, ZI
FVCZ, BUFFALO RANGE, -21.008, 31.579, Medium, 5785, ZI
FVDA, Dawsons Airport, -17.017, 30.9, Small, 2900, ZI
FVDE, Deka Airport, -18.1, 26.717, Small, 2600, ZI
FVDU, Dudley Airport, -18.283, 31.483, Small, 3900, ZI
FVED, Eduan Airport, -18.767, 29.783, Small, 2900, ZI
FVFA, VICTORIA FALLS INTL, -18.096, 25.839, Medium, 7708, ZI
FVFG, Fothergill Airport, -16.7, 28.667, Small, 3200, ZI
FVFI, Filabusi Airport, -20.533, 29.267, Small, 3500, ZI
FVGD, Gwanda Airport, -20.9, 29.0, Small, 3600, ZI
FVGO, Gokwe Airport, -18.2, 28.917, Small, 3600, ZI
FVGR, Mutara Grand Ref Airport, -18.978, 32.451, Small, 4100, ZI
FVGT, Gaths Mine Airport, -19.983, 30.5, Small, 3500, ZI
FVGW, Gweru Airport, -19.55, 29.733, Small, 3200, ZI
FVHA, HARARE INTL, -17.932, 31.093, Medium, 15502, ZI
FVHP, Home Park Airport, -18.2, 31.733, Small, 3600, ZI
FVHY, Hippo Valley Airport, -21.05, 31.667, Small, 3200, ZI
FVIN, Induna Airport, -20.083, 28.7, Small, 3600, ZI
FVIT, Itafa Airport, -18.3, 29.883, Small, 3200, ZI
FVKB, KARIBA INTL, -16.52, 28.885, Medium, 5413, ZI
FVKK, Kwekwe Airport, -18.933, 29.843, Small, 3200, ZI
FVKW, Mkwasine Airport, -20.8, 31.817, Small, 3900, ZI
FVKZ, Kezi Airport, -20.917, 28.483, Small, 3300, ZI
FVLA, Langford Airport, -17.933, 30.95, Small, 2600, ZI
FVLG, Longuiel Airport, -17.0, 29.633, Small, 3200, ZI
FVLU, Lusulu Airport, -18.083, 27.867, Small, 3000, ZI
FVMA, Marondera Airport, -18.183, 31.467, Small, 3400, ZI
FVMB, Mashumbi Airport, -16.167, 30.567, Small, , ZI
FVMD, MOUNT DARWIN, -16.769, 31.56, Small, 3650, ZI
FVMF, Mabikwa Airport, -18.733, 27.533, Small, 4500, ZI
FVMK, Mkonono Airport, -17.717, 30.417, Small, , ZI
FVMN, Mana Pools Airport, -15.767, 29.383, Small, 3200, ZI
FVMS, Middle Sabi Airport, -20.217, 32.367, Small, , ZI
FVMT, MUTOKO, -17.432, 32.185, Medium, 3609, ZI
FVMU, MUTARE, -18.997, 32.627, Small, 3117, ZI
FVMV, MASVINGO INTL, -20.055, 30.859, Medium, 5663, ZI
FVMW, Murewa Airport, -17.65, 31.8, Small, 3100, ZI
FVNY, Nyanyadzi Airport, -19.733, 32.433, Small, 3900, ZI
FVOT, KOTWA, -16.985, 32.673, Small, 3642, ZI
FVPL, Plumtree Airport, -20.483, 27.783, Small, 3400, ZI
FVRA, Ratelshoek Airport, -20.167, 32.833, Small, 3400, ZI
FVRE, Renroc Airport, -16.967, 29.567, Small, 3100, ZI
FVRT, Rutenga Airport, -21.233, 30.733, Small, 3600, ZI
FVRU, Rusape Airport, -18.533, 32.133, Small, 3600, ZI
FVSC, Zisco Airport, -19.029, 29.722, Small, , ZI
FVSE, Sanyati Estate Airport, -17.967, 29.217, Small, , ZI
FVSH, ZVISHAVANE, -20.289, 30.088, Small, 3942, ZI
FVSN, Sun Yet Sen Airport, -21.333, 28.517, Small, , ZI
FVSV, Spray View Airport, -17.917, 25.817, Small, 2900, ZI
FVSX, Sengwa Gorge Airport, -18.167, 28.85, Small, 3600, ZI
FVSY, Siyalima Airport, -16.633, 30.65, Small, , ZI
FVTA, Tashinga Airport, -16.817, 28.433, Small, , ZI
FVTD, Tinfields Airport, -19.95, 31.433, Small, 3100, ZI
FVTE, Tengwe Airport, -17.117, 29.617, Small, , ZI
FVTJ, Tonje Airport, -20.317, 32.35, Small, , ZI
FVTL, GWERU THORNHILL, -19.436, 29.862, Medium, 8766, ZI
FVTS, Tsholothso Airport, -19.767, 27.767, Small, 3900, ZI
FVTU, Tuli Airport, -21.935, 29.196, Small, 3600, ZI
FVWD, Wedza Airport, -18.617, 31.583, Small, 3500, ZI
FVWN, HWANGE NATIONAL PARK, -18.63, 27.021, Medium, 15091, ZI
FVWT, Hwange Airport, -18.362, 26.517, Small, 5000, ZI
FVYT, Inyati Airport, -19.7, 28.85, Small, 3200, ZI
FVZK, Zaka Airport, -20.35, 31.417, Small, , ZI
FWBG, Bangula Airport, -16.583, 35.117, Small, 2500, MI
FWCB, Chilumba Prv Airport, -10.433, 34.25, Small, 2900, MI
FWCD, Chelinda Malawi Airport, -10.55, 33.8, Small, 4200, MI
FWCL, CHILEKA INTL, -15.679, 34.974, Medium, 7628, MI
FWCM, Club Makokola Airport, -14.307, 35.132, Small, 3500, MI
FWCS, Ntchisi Airport, -13.376, 33.864, Small, 3000, MI
FWCT, Chitipa Airport, -9.7, 33.267, Small, 5900, MI
FWDW, Dwangwa Airport, -12.518, 34.132, Medium, 3900, MI
FWDZ, Dedza Airport, -14.383, 34.317, Small, , MI
FWKA, KARONGA, -9.954, 33.893, Medium, 4200, MI
FWKB, Katumbi Airport, -10.817, 33.517, Small, 3300, MI
FWKG, KASUNGU, -13.015, 33.469, Small, 3937, MI
FWKI, KAMUZU INTL, -13.789, 33.781, Medium, 11614, MI
FWKK, Nkhota Kota Airport, -12.917, 34.267, Small, 2600, MI
FWLE, LILONGWE, -13.966, 33.702, Small, 4462, MI
FWLK, Likoma Island Airport, -12.083, 34.733, Small, 2600, MI
FWLP, Lifupa Airport, -13.05, 33.15, Small, 3600, MI
FWMC, Mchinji Airport, -13.8, 32.9, Small, 3200, MI
FWMG, Mangochi Airport, -14.483, 35.267, Medium, 2200, MI
FWMY, Monkey Bay Airport, -14.084, 34.92, Small, 3500, MI
FWMZ, Mzimba Airport, -11.883, 33.617, Small, 2800, MI
FWNB, Ngabu Airport, -16.483, 34.85, Small, , MI
FWSJ, Nsanje Airport, -16.917, 35.25, Small, 3200, MI
FWSM, Salima Airport, -13.75, 34.583, Small, 4500, MI
FWSU, Nchalo Sucoma Airport, -16.267, 34.917, Small, 2400, MI
FWTK, Mtakatata Airport, -14.217, 34.533, Small, , MI
FWUU, MZUZU, -11.445, 34.012, Medium, 4291, MI
FWZA, ZOMBA, -15.385, 35.384, Small, 4100, MI
FXBB, Bobete Airport, -29.425, 28.667, Small, , LT
FXKA, Katse Airport, -29.364, 28.527, Small, 3200, LT
FXKB, Kolberg Airport, -29.38, 28.491, Small, , LT
FXLK, Lebakeng Airport, -29.891, 28.656, Small, , LT
FXLR, Leribe Airport, -28.856, 28.053, Small, 5100, LT
FXLS, Lesobeng Airport, -29.783, 28.317, Small, , LT
FXLT, Letseng Airport, -29.009, 28.855, Small, 3700, LT
FXMA, Matsaile Airport, -29.841, 28.776, Small, , LT
FXMF, Mafeteng Airport, -29.801, 27.244, Small, 2500, LT
FXMH, "Mohales Hoek Airport", -30.145, 27.471, Small, , LT
FXMK, Mokhotlong Airport, -29.282, 29.073, Small, 2600, LT
FXML, Malefiloane Airstrip, -29.336, 29.185, Small, , LT
FXMM, MOSHOESHOE I INTL, -29.462, 27.553, Medium, 10498, LT
FXMN, Mantsonyane Airport, -29.546, 28.271, Small, , LT
FXMP, Mohlanapeng Airport, -29.583, 28.683, Small, , LT
FXMS, Mashai Store Airport, -29.683, 28.8, Small, , LT
FXMT, Matabeng Store Airport, -29.783, 28.767, Small, , LT
FXMU, MEJAMETALANA, -29.304, 27.503, Small, 4531, LT
FXMV, Matabeng Village Airport, -29.815, 28.808, Small, , LT
FXNH, Nohanas Airport, -30.067, 27.867, Small, , LT
FXNK, Nkaus Airport, -30.022, 28.197, Small, , LT
FXPG, Pelaneng Airport, -29.121, 28.505, Small, , LT
FXQG, Quthing Airport, -30.407, 27.693, Small, , LT
FXQN, "Qachas Nek Airport", -30.112, 28.672, Small, 2400, LT
FXSE, Sehlabathebe Airport, -29.916, 29.039, Small, , LT
FXSH, Sehonghong Airport, -29.731, 28.769, Small, 3400, LT
FXSK, Sekakes Airport, -30.039, 28.37, Small, , LT
FXSM, Semonkong Airport, -29.839, 28.06, Small, 2600, LT
FXSS, Seshutes Airport, -29.268, 28.552, Small, , LT
FXST, St. Theresa Airport, -29.617, 28.783, Small, , LT
FXTA, Thaba-Tseka Airport, -29.523, 28.616, Small, , LT
FXTB, Tebellong Airport, -30.05, 28.433, Small, , LT
FXTK, Tlokoeng Airport, -29.233, 28.883, Small, , LT
FYAB, Aroab B Airport, -26.776, 19.633, Small, , WA
FYAM, Aminuis Airstrip, -23.656, 19.352, Small, , WA
FYAR, ARANDIS, -22.462, 14.98, Medium, 6300, WA
FYAS, Aus Airport, -26.694, 16.319, Small, , WA
FYAV, Ariamsvley Airport, -28.119, 19.834, Small, , WA
FYBC, Bethanien Airport, -26.59, 17.167, Small, 3000, WA
FYBJ, Bitterwasser Lodge & Flying Club Airfield, -23.875, 17.991, Small, , WA
FYEK, Epukiro Airport, -21.787, 19.106, Small, , WA
FYEN, EENHANA, -17.483, 16.322, Small, 5735, WA
FYGB, Gobabis Airport, -22.504, 18.973, Small, 7400, WA
FYGC, Gochas Airstrip, -24.856, 18.818, Small, , WA
FYGF, GROOTFONTEIN, -19.602, 18.123, Medium, 11680, WA
FYGK, Geluk Kuala Lodge Airport, -24.63, 15.939, Small, , WA
FYGL, Omaruru Game Lodge Airport, -21.326, 16.089, Small, , WA
FYGV, Gravenstein Prv Airport, -23.459, 17.498, Small, , WA
FYHH, Helmeringhausen Airport, -25.863, 16.81, Small, , WA
FYHS, Hobas Airport, -27.624, 17.693, Small, , WA
FYIA, Intu Africa Pan Airport, -24.088, 17.952, Small, , WA
FYKA, Karibib Airport, -21.848, 15.903, Small, 8300, WA
FYKD, Kalkfeld Airport, -20.901, 16.208, Small, , WA
FYKE, Kalahari Game Lodge Airport, -25.651, 19.878, Small, , WA
FYKJ, Kamanjab Airport, -19.521, 14.823, Small, , WA
FYKM, KATIMA MULILO, -17.634, 24.177, Small, 7520, WA
FYKT, KEETMANSHOOP, -26.54, 18.111, Medium, 7598, WA
FYLS, Lianshulu Airport, -18.117, 23.393, Small, , WA
FYLZ, LUDERITZ, -26.687, 15.243, Medium, 6004, WA
FYMB, Meob Bay Landing Site, -24.617, 14.683, Small, , WA
FYME, Mount Etjo Airport, -21.023, 16.453, Small, 5600, WA
FYMH, Maltahoehe Airstrip, -24.772, 16.979, Small, , WA
FYML, MARIENTAL, -24.605, 17.925, Medium, 6562, WA
FYMO, Mokuti Lodge Airport, -18.813, 17.059, Small, 7200, WA
FYNA, Namutoni Airport, -18.806, 16.927, Small, 3500, WA
FYOA, ONDANGWA, -17.878, 15.953, Medium, 9800, WA
FYOE, Omega Airport, -18.03, 22.19, Small, , WA
FYOG, ORANJEMUND, -28.585, 16.447, Medium, 5252, WA
FYOJ, Outjo Airport, -20.075, 16.125, Small, 6100, WA
FYOM, Omaruru Airport, -21.415, 15.938, Small, , WA
FYON, Okahandja Airstrip, -22.014, 16.897, Small, , WA
FYOO, Okaukuejo Airport, -19.149, 15.912, Small, 4800, WA
FYOU, Operet Airport, -18.609, 17.15, Small, , WA
FYOW, Otjiwarongo Airport, -20.435, 16.661, Small, 3500, WA
FYPO, Pokweni Glider Airport, -23.65, 17.73, Small, , WA
FYRC, RUACANA, -17.421, 14.372, Small, 7122, WA
FYRP, ROSH PINAH, -27.964, 16.754, Small, 3948, WA
FYRR, Rag Rock Airport, -20.538, 14.433, Small, , WA
FYRU, RUNDU, -17.956, 19.719, Medium, 11004, WA
FYSA, Skorpion Mine Airport, -27.876, 16.648, Small, , WA
FYSL, Sossusvlei Moun Airport, -24.803, 15.891, Small, , WA
FYSM, Swakopmund Airport, -22.662, 14.568, Small, 5200, WA
FYSN, Osona Airstrip, -22.108, 16.98, Small, , WA
FYSO, Solitaire Airport, -23.901, 16.005, Small, , WA
FYSP, Stampriet Pan Airport, -24.352, 18.433, Small, , WA
FYSS, Sesriem Airstrip, -24.513, 15.747, Small, , WA
FYST, Strate Airport, -23.968, 18.549, Small, , WA
FYTK, Tsumkwe Airport, -19.585, 20.453, Small, 5900, WA
FYTM, TSUMEB, -19.262, 17.733, Medium, 4823, WA
FYUS, Uis Mine Airport, -21.23, 14.867, Small, , WA
FYWB, WALVIS BAY, -22.98, 14.645, Medium, 7001, WA
FYWD, Wolwedans Airport, -25.117, 16.001, Small, , WA
FYWE, EROS, -22.612, 17.08, Medium, 7381, WA
FYWH, HOSEA KUTAKO INTL, -22.48, 17.471, Medium, 15010, WA
FYWI, Witvlei Airport, -22.405, 18.459, Small, , WA
FYXX, Canon Lodge Airport, -27.66, 17.838, Small, , WA
FZAA, NDJILI INTL, -4.386, 15.445, Medium, 15420, CG
FZAB, NDOLO, -4.327, 15.327, Medium, 5530, CG
FZAD, Celo Zongo Airport, -4.783, 14.917, Small, 2200, CG
FZAE, Kimpoko Airport, -4.217, 15.567, Small, , CG
FZAF, Nsangi Airport, -5.6, 15.317, Small, , CG
FZAG, MUANDA, -5.931, 12.352, Small, 4864, CG
FZAH, Tshela Airport, -4.983, 12.933, Small, 2600, CG
FZAI, KITONA BASE, -5.918, 12.448, Small, 7874, CG
FZAJ, Boma Airport, -5.854, 13.064, Small, 3600, CG
FZAL, Luozi Airport, -4.95, 14.133, Small, 3800, CG
FZAM, Tshimpi Airport, -5.8, 13.44, Small, 5100, CG
FZAN, Inga Airport, -5.532, 13.579, Small, 3600, CG
FZAP, Lukala Airport, -5.517, 14.5, Small, 2500, CG
FZAR, Nkolo Fuma Airport, -5.45, 14.833, Small, 2100, CG
FZAS, Inkisi Airport, -5.167, 15.0, Small, 2600, CG
FZAU, Konde Airport, -5.75, 12.25, Small, 2200, CG
FZAW, Kwilu-Ngongo Airport, -5.5, 14.7, Small, 4000, CG
FZAX, Luheki Airport, -4.85, 13.767, Small, , CG
FZAY, Mvula Sanda Airport, -5.633, 13.417, Small, 2800, CG
FZBA, Inongo Airport, -1.947, 18.286, Small, 4800, CG
FZBB, Bongimba Airport, -3.383, 20.0, Small, 3900, CG
FZBC, Bikoro Airport, -0.733, 18.133, Small, , CG
FZBD, Oshwe Airport, -3.383, 19.5, Small, 3100, CG
FZBE, Beno Airport, -3.6, 17.783, Small, 2200, CG
FZBF, Bonkita Airport, -3.1, 18.733, Small, 4100, CG
FZBG, Kempa Airport, -2.933, 18.4, Small, 3100, CG
FZBH, Isongo Airport, -1.4, 18.4, Small, 4400, CG
FZBI, Nioki Airport, -2.717, 17.685, Small, 4600, CG
FZBJ, Mushie Airport, -3.0, 16.933, Small, 4200, CG
FZBK, Boshwe Airport, -3.067, 18.642, Small, 3600, CG
FZBL, Djokele Airport, -3.05, 17.1, Small, 3200, CG
FZBN, Malebo Airport, -2.467, 16.55, Small, 2700, CG
FZBO, BANDUNDU, -3.311, 17.382, Medium, 4528, CG
FZBP, Bolongonkele Airport, -2.8, 19.908, Small, 3600, CG
FZBQ, Bindja Airport, -3.383, 19.66, Small, 3200, CG
FZBS, Semendua Airport, -3.183, 18.083, Small, 3700, CG
FZBT, Basango Mboliasa Airport, -1.435, 19.024, Small, 4700, CG
FZBU, Ipeke Airport, -2.483, 18.25, Small, 2800, CG
FZBV, Kempile Airport, -2.717, 18.133, Small, 2400, CG
FZBW, Basengele Airport, -1.917, 17.917, Small, 3900, CG
FZCA, KIKWIT, -5.036, 18.786, Medium, 5151, CG
FZCB, Idiofa Airport, -5.0, 19.6, Small, 3200, CG
FZCD, Vanga Airport, -4.4, 18.467, Small, 2200, CG
FZCE, Lusanga Airport, -4.8, 18.717, Small, 3000, CG
FZCF, Kahemba Airport, -7.333, 19.017, Small, 3600, CG
FZCI, Banga Airport, -5.45, 20.45, Small, 2200, CG
FZCK, Kajiji Airport, -7.617, 18.55, Small, 3600, CG
FZCL, Banza Lute Airport, -4.2, 17.833, Small, , CG
FZCM, Mangai Ii Airport, -4.083, 19.5, Small, 3200, CG
FZCO, Boko Airport, -5.3, 16.85, Small, , CG
FZCP, Popokabaka Airport, -5.7, 16.583, Small, 3700, CG
FZCR, Busala Airport, -4.133, 18.717, Small, 2200, CG
FZCS, Kenge Airport, -4.839, 17.029, Small, 2900, CG
FZCT, Fatundu Airport, -4.133, 17.3, Small, , CG
FZCU, Ito Airport, -3.333, 17.467, Small, 2200, CG
FZCV, Masi Manimba Airport, -4.783, 17.85, Small, 3200, CG
FZCW, Kikongo Sur Wamba Airport, -4.267, 17.267, Small, 2400, CG
FZCX, Kimafu Airport, -4.6, 17.583, Small, , CG
FZCY, Yuki Airport, -4.083, 19.433, Small, 2600, CG
FZDA, Malanga Airport, -5.533, 14.85, Small, 2700, CG
FZDB, Kimbau Airport, -5.617, 17.6, Small, , CG
FZDD, Wamba Luadi Airport, -6.55, 17.4, Small, , CG
FZDE, Tono Airport, -6.55, 18.2, Small, 2900, CG
FZDF, Nzamba Airport, -6.833, 17.667, Small, 2200, CG
FZDG, Nyanga Airport, -5.967, 20.417, Small, , CG
FZDH, Ngi Airport, -4.417, 17.167, Small, 2200, CG
FZDJ, Mutena Airport, -6.767, 21.15, Small, 2200, CG
FZDK, Kipata Katika Airport, -5.033, 17.65, Small, 2200, CG
FZDL, Kolokoso Airport, -4.45, 17.417, Small, , CG
FZDM, Masamuna Airport, -4.8, 17.583, Small, , CG
FZDN, Mongo Wa Kenda Airport, -6.9, 16.95, Small, 2100, CG
FZDO, Moanza Airport, -5.533, 17.617, Small, 2400, CG
FZDP, Mukedi Airport, -5.7, 19.767, Small, 2100, CG
FZDQ, Mazelele Airport, -7.283, 17.033, Small, 2500, CG
FZDR, Bokela Airport, -1.15, 21.9, Small, 2900, CG
FZDS, Yasa Bongo Airport, -4.45, 17.783, Small, 2900, CG
FZDT, Matari Airport, -6.2, 17.65, Small, , CG
FZDU, Kimpangu Airport, -5.833, 15.0, Small, , CG
FZDY, Missayi Airport, -3.883, 17.35, Small, , CG
FZEA, MBANDAKA, 0.023, 18.289, Medium, 7223, CG
FZEB, Monieka Airport, -0.067, 19.983, Small, , CG
FZEI, Ingende Airport, 0.25, 18.933, Small, 3700, CG
FZEM, Yembe Moke Airport, -4.683, 18.217, Small, 2200, CG
FZEN, Basankusu Airport, 1.225, 19.789, Small, 4800, CG
FZEO, Beongo Airport, 1.017, 20.6, Small, 3200, CG
FZEP, Mentole Airport, 1.317, 20.7, Small, 3900, CG
FZER, Kodoro Airport, 1.283, 20.333, Small, 2300, CG
FZES, Ngumu Airport, 1.467, 20.3, Small, 3100, CG
FZFA, Libenge Airport, 3.633, 18.633, Small, 6800, CG
FZFB, Imesse Airport, 2.517, 18.283, Small, 2600, CG
FZFC, Engengele Airport, 2.1, 22.697, Small, 4100, CG
FZFD, GBADOLITE, 4.253, 20.975, Medium, 10499, CG
FZFE, Abumumbazi Airport, 3.683, 22.15, Small, 3900, CG
FZFF, Bau Airport, 3.733, 19.083, Small, 2100, CG
FZFG, Bokada Airport, 4.117, 19.417, Small, 2600, CG
FZFH, Mokaria-Yamoleka Airport, 2.117, 23.283, Small, 3900, CG
FZFJ, Goyongo Airport, 4.183, 19.783, Small, 2500, CG
FZFK, GEMENA, 3.235, 19.771, Medium, 6550, CG
FZFN, Lombo Airport, 4.439, 19.539, Small, 3200, CG
FZFP, KOTAKOLI, 4.158, 21.651, Small, 6626, CG
FZFQ, Mpaka Airport, 4.117, 19.217, Small, 4900, CG
FZFR, Mombongo Airport, 1.65, 23.15, Small, 3200, CG
FZFS, Karawa Airport, 3.367, 20.3, Small, 2400, CG
FZFT, Tandala Airport, 2.95, 19.367, Small, 2200, CG
FZFU, Bumbar Airport, 2.183, 22.482, Small, 5200, CG
FZFV, Gbado Airport, 3.883, 20.783, Small, 2100, CG
FZFW, Gwaka Airport, 2.467, 20.1, Small, 3200, CG
FZGA, LISALA, 2.171, 21.497, Medium, 7200, CG
FZGB, Bosondjo Airport, 1.867, 21.783, Small, 3900, CG
FZGC, Bolila Airport, 1.85, 23.117, Small, 3900, CG
FZGE, Binga Airport, 2.433, 20.5, Small, 3800, CG
FZGF, Bokungu Airport, -0.683, 22.333, Small, 3900, CG
FZGG, Mondombe Airport, -0.883, 22.817, Small, , CG
FZGH, Wema Airport, -0.433, 21.65, Small, , CG
FZGI, Yalingimba Airport, 2.283, 22.85, Small, 3400, CG
FZGN, Boende Airport, -0.217, 20.85, Small, 4500, CG
FZGT, Boteka Airport, -0.317, 19.067, Small, 3000, CG
FZGV, Ikela Airport, -1.2, 23.283, Small, 3600, CG
FZGX, Monkoto Airport, -1.6, 20.65, Small, 3200, CG
FZGY, Yemo Airport, -0.467, 21.933, Small, 2600, CG
FZIA, KISANGANI SIMISINI, 0.517, 25.155, Small, 7218, CG
FZIC, BANGOKA INTL, 0.482, 25.338, Medium, 11483, CG
FZIG, KM 95 CFL Airport, -0.15, 25.35, Small, 2100, CG
FZIK, Katende Airport, 0.333, 25.5, Small, , CG
FZIR, Yangambi Airport, 0.783, 24.467, Small, 2600, CG
FZIZ, Lokutu Airport, 1.117, 23.617, Small, 3000, CG
FZJA, Isiro-Ville, 2.782, 27.626, Closed, 4100, CG
FZJB, Doko Airport, 3.233, 29.567, Small, 2900, CG
FZJC, Dungu-Uye Airport, 3.6, 28.9, Small, 3200, CG
FZJD, Doruma Airport, 4.733, 27.683, Small, 2900, CG
FZJF, Aba Airport, 3.9, 30.25, Small, 2900, CG
FZJH, MATARI, 2.828, 27.588, Medium, 8202, CG
FZJI, Watsa Airport, 3.017, 29.559, Small, 2600, CG
