# code,name,lat,lon,class,alt,country code 
FAPX, Paradise Beach Airport, -34.103, 24.883, Small, , SF
FAPY, PARYS, -26.889, 27.503, Small, 4406, SF
FAPZ, Progress Airport, -33.93, 25.37, Small, 2600, SF
FAQR, Potgietersrus Airport, -24.233, 28.983, Small, , SF
FAQT, QUEENSTOWN, -31.92, 26.882, Medium, 3937, SF
FARA, Petit Airport, -26.082, 28.4, Small, , SF
FARB, RICHARDS BAY, -28.741, 32.092, Medium, 4265, SF
FARD, Riversdale Airport, -34.112, 21.263, Small, 3100, SF
FARG, RUSTENBURG, -25.644, 27.271, Medium, 4019, SF
FARI, Reivilo Airport, -27.547, 24.173, Small, 4900, SF
FARM, Richmond Airport, -31.424, 23.978, Small, 4600, SF
FARO, Rooiberg Airport, -24.767, 27.75, Small, , SF
FARS, ROBERTSON, -33.812, 19.903, Medium, 4921, SF
FARZ, Reitz Airport, -22.784, 28.43, Small, 3600, SF
FASA, Sani Pass Airport, -29.657, 29.448, Small, , SF
FASB, SPRINGBOK, -29.689, 17.94, Medium, 5213, SF
FASC, SECUNDA, -26.524, 29.17, Medium, 3609, SF
FASD, SALDANHA VREDENBURG, -32.964, 17.969, Medium, 4665, SF
FASE, Sabi Sabi Airport, -24.941, 31.445, Small, , SF
FASG, Schweizer Reneke Airport, -27.163, 25.286, Small, 3100, SF
FASH, Stellenbosch Airport, -33.98, 18.82, Small, 2400, SF
FASI, SPRINGS, -26.248, 28.398, Medium, 4669, SF
FASJ, Saffier Airport, -26.76, 27.76, Small, 2100, SF
FASK, SWARTKOP, -25.81, 28.165, Small, 6520, SF
FASL, Sutherland Airport, -32.488, 20.697, Small, , SF
FASM, Siteka Airport, -29.325, 30.149, Small, 2800, SF
FASN, Senekal Airport, -28.312, 27.646, Small, 3800, SF
FASR, Standerton Airport, -26.927, 29.21, Small, 3900, SF
FASS, SISHEN, -27.649, 22.999, Medium, 5709, SF
FAST, Somerset East Airport, -32.75, 25.595, Small, 2900, SF
FASU, Sace Airport, -25.957, 29.212, Small, 4300, SF
FASW, Slurry Airport, -25.816, 25.886, Small, 3600, SF
FASX, HENDRIK SWELLENGREBEL, -34.048, 20.475, Small, 3291, SF
FASY, Syferfontein Airport, -26.349, 27.779, Small, 3200, SF
FASZ, SKUKUZA, -24.961, 31.589, Medium, 5085, SF
FATA, Tedderfield Air Park, -26.352, 27.969, Small, , SF
FATB, Thorny Bush Game Lodge Airport, -24.415, 31.165, Small, , SF
FATF, TOMMYS FLD, -28.26, 22.993, Small, 4920, SF
FATH, Thohoyandou Airport, -23.077, 30.384, Small, 5900, SF
FATI, Thabazimbi Airport, -24.6, 27.4, Small, , SF
FATK, Tsitsikama Fly Airport, -34.085, 24.29, Small, 1700, SF
FATM, Stutterheim Airport, -32.567, 27.45, Small, , SF
FATN, Thaba Nchu Tar Airport, -29.318, 26.823, Small, , SF
FATP, NEW TEMPE, -29.033, 26.158, Small, 4265, SF
FATR, "Trennerys Airport", -32.639, 28.424, Small, , SF
FATT, TUTUKA POWER STATION, -26.777, 29.339, Small, 4941, SF
FATW, Witberg Tswalu Airport, -27.205, 22.482, Small, 5000, SF
FATZ, TZANEEN, -23.824, 30.329, Medium, 4659, SF
FAUB, Underberg Airport, -29.788, 29.498, Small, , SF
FAUC, Ulco Airport, -28.354, 24.229, Small, , SF
FAUG, Ugie Airport, -31.22, 28.21, Small, , SF
FAUH, Uitenhage Airport, -33.785, 25.383, Small, 2600, SF
FAUL, PRINCE MANGOSUTHU BUTHELEZI, -28.321, 31.417, Medium, 5381, SF
FAUP, UPINGTON, -28.399, 21.26, Medium, 16076, SF
FAUR, Utrecht Airport, -27.681, 30.317, Small, 5200, SF
FAUT, MTHATHA, -31.548, 28.674, Medium, 6562, SF
FAVA, Vaalputs Airport, -30.134, 18.527, Small, 4900, SF
FAVB, VRYBURG, -26.982, 24.729, Medium, 3937, SF
FAVD, Vrede Airport, -27.44, 29.153, Small, 2700, SF
FAVE, Ventersdorp Airport, -26.301, 26.814, Small, , SF
FAVF, Verborgenfontei Airport, -31.166, 23.809, Small, 2900, SF
FAVG, VIRGINIA, -29.771, 31.058, Medium, 3035, SF
FAVI, "Von Abos Villa Airport", -27.611, 26.684, Small, , SF
FAVM, VENETIA, -22.448, 29.338, Small, 5085, SF
FAVP, Vanderbijlpark Airport, -26.69, 27.777, Small, 5000, SF
FAVR, VREDENDAL, -31.641, 18.545, Medium, 4265, SF
FAVS, Vastrap Airport, -27.841, 21.634, Small, , SF
FAVU, Volksrust Airport, -27.377, 29.86, Small, 3600, SF
FAVV, VEREENIGING, -26.566, 27.961, Medium, 5266, SF
FAVW, Victoria West Airport, -31.399, 23.156, Small, 5700, SF
FAVY, Vryheid Airport, -27.787, 30.796, Small, 3700, SF
FAWA, Warmbaths Airport, -24.91, 28.3, Small, 3900, SF
FAWC, Worcester Glider Airport, -33.663, 19.415, Small, 5200, SF
FAWD, Wolmeransstad Airport, -27.17, 25.98, Small, 2600, SF
FAWI, WITBANK, -25.832, 29.192, Small, 4134, SF
FAWK, WATERKLOOF AFB, -25.83, 28.223, Medium, 11001, SF
FAWL, Williston Airport, -31.384, 20.933, Small, 4100, SF
FAWM, WELKOM, -27.998, 26.67, Medium, 6578, SF
FAWN, Winburg Airport, -28.5, 27.017, Small, , SF
FAWO, Willowmore Airport, -33.263, 23.491, Small, 3200, SF
FAWP, Wepener Airport, -29.742, 27.023, Small, , SF
FAWR, Wavecrest Airport, -32.59, 28.519, Small, 1900, SF
FAWS, Wesselbronn Af Airport, -27.847, 26.351, Small, 3200, SF
FAWT, Cape Blue Mine Airport, -29.333, 22.283, Small, , SF
FAYP, YSTERPLAAT, -33.9, 18.498, Medium, 5200, SF
FAZA, Zastron Airport, -30.3, 27.117, Small, , SF
FAZP, Mazeppa Bay Airport, -32.472, 28.653, Small, , SF
FAZQ, Star Airport, -26.893, 27.69, Small, 3200, SF
FAZR, ZEERUST, -25.599, 26.042, Small, 6480, SF
FBCO, Camp Okavango Airport, -19.117, 23.1, Small, , BC
FBFT, FRANCISTOWN, -21.16, 27.475, Medium, 7218, BC
FBGM, Gumare Airport, -19.367, 22.167, Small, 3500, BC
FBGZ, Ghanzi Airport, -21.692, 21.658, Small, 4900, BC
FBJW, JWANENG, -24.602, 24.691, Medium, 5495, BC
FBKE, KASANE, -17.833, 25.162, Medium, 6562, BC
FBKG, Kang Airport, -23.683, 22.817, Small, 3900, BC
FBKR, Khwai River Lodge Airport, -19.15, 23.783, Small, 3800, BC
FBKY, Kanye Airport, -25.05, 25.317, Small, 3600, BC
FBMG, Machaneng Airport, -23.183, 27.467, Small, , BC
FBML, Molepolole Airport, -24.389, 25.499, Small, , BC
FBMM, Makalamabedi Airport, -20.333, 23.883, Small, 2900, BC
FBMN, MAUN, -19.973, 23.431, Medium, 6562, BC
FBNN, Nokaneng Airport, -19.339, 22.154, Small, 3200, BC
FBNT, Nata Airport, -20.216, 26.159, Small, 3500, BC
FBNW, Gaborone Notwane Airport, -24.683, 25.933, Small, , BC
FBOK, Okwa Airport, -23.083, 21.883, Small, , BC
FBOR, Orapa Airport, -21.267, 25.317, Small, 5400, BC
FBPY, Palapye Airport, -22.567, 27.15, Small, 3700, BC
FBRK, Rakops Airport, -21.0, 24.333, Small, 3200, BC
FBSK, SIR SERETSE KHAMA INTL, -24.555, 25.918, Medium, 9843, BC
FBSN, SUA PAN, -20.553, 26.116, Medium, 5381, BC
FBSP, SELEBI PHIKWE, -22.058, 27.829, Medium, 5840, BC
FBSR, Serowe Airport, -22.423, 26.757, Small, 4500, BC
FBSV, Savuti Airport, -18.521, 24.077, Small, , BC
FBSW, Shakawe Airport, -18.374, 21.833, Small, 4500, BC
FBTE, Tshane Airport, -24.017, 21.883, Small, 3200, BC
FBTL, Limpopo Valley Airport, -22.189, 29.127, Small, 3700, BC
FBTP, THEBEPHATSHWA, -24.221, 25.347, Small, 9850, BC
FBTS, Tshabong Airport, -26.033, 22.4, Small, 3400, BC
FBXB, Xaxaba Airport, -19.551, 23.055, Small, , BC
FBXG, Xugana Airport, -19.05, 23.09, Small, 3200, BC
FCBB, MAYA MAYA, -4.252, 15.253, Medium, 10827, CF
FCOO, OWANDO, -0.531, 15.95, Medium, 5905, CF
FCOU, OUESSO, 1.616, 16.038, Medium, 6726, CF
FCPP, POINTE NOIRE, -4.816, 11.887, Medium, 8530, CF
FDBM, Matata Airport, -26.867, 31.933, Small, , WZ
FDBS, Big Bend Sugar E Airport, -26.8, 31.9, Small, , WZ
FDBT, Tambuti Airport, -26.735, 31.776, Small, , WZ
FDGL, Lavumisa Airport, -27.32, 31.89, Small, 2800, WZ
FDKB, Kubuta Airport, -26.867, 31.483, Small, 2100, WZ
FDMH, Mhlume Airport, -26.024, 31.81, Small, 2300, WZ
FDMS, MATSAPHA, -26.529, 31.308, Medium, 8530, WZ
FDNG, Piggs Peak Airport, -25.767, 31.367, Small, , WZ
FDNH, Nhlangano Airport, -27.117, 31.217, Small, 2200, WZ
FDNS, Nsoko Airport, -27.033, 31.933, Small, 2200, WZ
FDSM, Simunye Airport, -26.2, 31.933, Small, 3600, WZ
FDST, Siteki Airport, -26.45, 31.95, Small, , WZ
FDTM, Tambankulu Airport, -26.1, 31.967, Small, 2800, WZ
FDTS, Tshaneni Airport, -25.983, 31.2, Small, 2400, WZ
FDUB, Ubombo Ranches Airport, -26.771, 31.936, Small, , WZ
FEFA, Alindao Airport, 5.016, 21.2, Small, 2600, CT
FEFB, "MBoki Airport", 5.333, 25.932, Small, 5500, CT
FEFC, Carnot Airport, 4.937, 15.894, Small, , CT
FEFD, Damara Airport, 4.95, 18.7, Small, , CT
FEFE, Mobaye Mbanga Airport, 4.375, 21.132, Small, , CT
FEFF, BANGUI M POKO, 4.398, 18.519, Medium, 8530, CT
FEFG, Bangassou Airport, 4.785, 22.781, Small, 5900, CT
FEFI, Birao Airport, 10.236, 22.717, Small, 5900, CT
FEFK, Kemb\xc3\xa9 Airport, 4.6, 21.867, Small, , CT
FEFL, Bossemb\xc3\xa9l\xc3\xa9 Airport, 5.267, 17.633, Small, , CT
FEFM, Bambari Airport, 5.847, 20.647, Small, 5000, CT
FEFN, "ND\xc3\xa9l\xc3\xa9 Airport", 8.427, 20.635, Small, 4900, CT
FEFO, Bouar Airport, 5.958, 15.637, Small, 6200, CT
FEFP, Paoua Airport, 7.25, 16.433, Small, , CT
FEFQ, Kaga-Bandoro Airport, 6.983, 19.183, Small, , CT
FEFR, Bria Airport, 6.528, 21.989, Small, 5900, CT
FEFS, Bossangoa Airport, 6.492, 17.429, Small, 5900, CT
FEFT, BERBERATI, 4.222, 15.786, Medium, 5446, CT
FEFU, Sibut Airport, 5.733, 19.083, Small, , CT
FEFW, Ouadda Airport, 8.011, 22.399, Small, , CT
FEFY, Yalinga Airport, 6.52, 23.26, Small, 3600, CT
FEFZ, Zemio Airport, 5.05, 25.15, Small, 4300, CT
FEGB, Bambouli Airport, 5.433, 27.217, Small, , CT
FEGC, Bocaranga Airport, 6.917, 15.617, Small, , CT
FEGD, Dekoa Airport, 6.3, 19.083, Small, , CT
FEGF, Batangafo Airport, 7.314, 18.309, Small, , CT
FEGG, Gamboula Airport, 4.133, 15.15, Small, , CT
FEGI, Grimari Airport, 5.683, 20.05, Small, , CT
FEGL, Gordil Airport, 9.583, 21.733, Small, , CT
FEGM, Bakouma Airport, 5.694, 22.801, Small, , CT
FEGO, Ouanda Djall\xc3\xa9 Airport, 8.9, 22.783, Small, , CT
FEGR, Rafa\xc3\xaf Airport, 4.989, 23.928, Small, , CT
FEGU, Bouca Airport, 6.517, 18.267, Small, , CT
FEGZ, Bozoum Airport, 6.344, 16.322, Small, 3600, CT
FGBT, BATA, 1.905, 9.806, Medium, 7001, EK
FGSL, MALABO, 3.755, 8.709, Medium, 9647, EK
FHAW, ASCENSION AUX AF, -7.97, -14.394, Medium, 10019, SH
FIMP, SIR SEEWOOSAGUR RAMGOOLAM INTL, -20.43, 57.684, Medium, 11056, MP
FIMR, PLAINE CORAIL, -19.758, 63.361, Medium, 3983, MP
FJDG, DIEGO GARCIA NSF, -7.313, 72.411, Medium, 12003, IO
FKAB, Banyo Airport, 6.775, 11.807, Small, 2900, CM
FKAF, Bafia Airport, 4.767, 11.217, Small, 2600, CM
FKAG, "Abong Mbang Airport", 3.967, 13.2, Small, 4500, CM
FKAN, Nkongsamba Airport, 4.95, 9.933, Small, 2300, CM
FKAO, B\xc3\xa9tar\xc3\xa9 Oya Airport, 5.504, 14.098, Small, 3200, CM
FKKB, Kribi Airport, 2.874, 9.978, Small, 5900, CM
FKKC, TIKO, 4.089, 9.361, Medium, 4512, CM
FKKD, DOUALA, 4.006, 9.719, Medium, 9350, CM
FKKE, Eseka Airport, 3.65, 10.783, Small, 2600, CM
FKKF, Mamfe Airport, 5.704, 9.306, Small, 4400, CM
FKKH, Ka\xc3\xa9l\xc3\xa9 Airport, 10.092, 14.446, Small, , CM
FKKI, Batouri Airport, 4.475, 14.363, Small, 6200, CM
FKKJ, Yagoua Airport, 10.356, 15.237, Small, , CM
FKKL, SALAK, 10.451, 14.257, Medium, 6890, CM
FKKM, FOUMBAN NKOUNJA, 5.637, 10.751, Medium, 6889, CM
FKKN, NGAOUNDERE, 7.357, 13.559, Medium, 8727, CM
FKKO, Bertoua Airport, 4.549, 13.726, Small, 5900, CM
FKKR, GAROUA, 9.336, 13.37, Medium, 11032, CM
FKKS, Dschang Airport, 5.45, 10.067, Small, 3600, CM
FKKT, Tibati Airport, 6.483, 12.633, Small, 3200, CM
FKKU, BAFOUSSAM, 5.537, 10.355, Medium, 8203, CM
FKKV, BAMENDA, 6.039, 10.123, Medium, 8202, CM
FKKW, Ebolowa Airport, 2.876, 11.185, Small, 4200, CM
FKKY, YAOUNDE VILLE, 3.836, 11.523, Medium, 6519, CM
FKYS, YAOUNDE NSIMALEN, 3.723, 11.553, Medium, 11155, CM
FLAT, Katete Airport, -14.12, 32.064, Small, 2300, ZA
FLBA, Mbala Airport, -8.859, 31.336, Small, , ZA
FLCC, Chocha Airport, -8.429, 29.806, Small, , ZA
FLCH, Choma Airport, -16.783, 27.0, Small, 2900, ZA
FLCP, Chipata Airport, -13.558, 32.587, Small, 4600, ZA
FLCS, Chinsali Airport, -10.533, 32.067, Small, 3800, ZA
FLEA, East One Airport, -11.636, 29.736, Small, 2700, ZA
FLEB, East Two Airport, -11.103, 30.338, Small, 3500, ZA
FLEC, East Three Airport, -14.113, 30.129, Small, 2900, ZA
FLED, East Four Airport, -14.833, 30.083, Small, 2300, ZA
FLEE, East Five Airport, -10.536, 33.407, Small, 2600, ZA
FLEF, East Six Airport, -11.134, 30.017, Small, 2800, ZA
FLEG, East Seven Airport, -12.45, 29.483, Small, 3000, ZA
FLEH, East Eight Airport, -12.117, 29.45, Small, 3000, ZA
FLIK, Isoka Airport, -10.117, 32.633, Small, 4200, ZA
FLKB, Kawambwa Airport, -9.798, 29.092, Small, 3600, ZA
FLKE, KASOMPE, -12.573, 27.894, Medium, 4698, ZA
FLKG, Kalengwa Airport, -13.474, 25.014, Small, , ZA
FLKJ, Kanja Airport, -16.45, 23.367, Small, 2900, ZA
FLKL, Kalabo Airport, -14.998, 22.645, Small, 3600, ZA
FLKO, Kaoma Airport, -14.8, 24.783, Small, 3900, ZA
FLKS, Kasama Airport, -10.217, 31.133, Small, 6100, ZA
FLKU, Kanyau Airport, -16.5, 22.417, Small, 3500, ZA
FLKW, Milliken Airport, -14.451, 28.379, Small, 3900, ZA
FLKY, Kasaba Bay Airport, -8.525, 30.663, Small, 3600, ZA
FLKZ, Lukuzi Airport, -12.812, 32.065, Small, 3900, ZA
FLLA, Luanshya Zambia Airport, -13.142, 28.425, Small, 4100, ZA
FLLC, LUSAKA CITY, -15.414, 28.331, Medium, 6594, ZA
FLLD, Lundazi Airport, -12.286, 33.186, Small, 3600, ZA
FLLG, Luwingu Airport, -10.245, 29.914, Small, , ZA
FLLI, LIVINGSTONE, -17.822, 25.823, Medium, 7520, ZA
FLLK, Lukulu Airport, -14.375, 23.25, Small, 3600, ZA
FLLO, Kalomo Airport, -16.983, 26.483, Small, 2600, ZA
FLLS, LUSAKA INTL, -15.331, 28.453, Medium, 12998, ZA
FLMA, Mansa Airport, -11.137, 28.873, Small, 5600, ZA
FLMB, Maamba Airport, -17.367, 27.183, Small, 3000, ZA
FLMF, MFUWE, -13.259, 31.937, Medium, 7218, ZA
FLMG, MONGU, -15.255, 23.162, Medium, 4800, ZA
FLMK, Mkushi Airport, -13.617, 29.383, Small, 2300, ZA
FLML, Mufulira Airport, -12.565, 28.294, Small, 4100, ZA
FLMO, Monze Airport, -16.283, 27.517, Small, 2300, ZA
FLMP, Mpika Airport, -11.899, 31.435, Small, 4800, ZA
FLMU, Mulobezi Airport, -16.767, 25.183, Small, 2500, ZA
FLMW, Mwinilunga Airport, -11.654, 24.431, Small, 5400, ZA
FLMZ, Mazabuka Airport, -15.85, 27.742, Small, 3200, ZA
FLNA, Ngoma Airport, -15.966, 25.933, Small, 3600, ZA
FLND, NDOLA, -12.998, 28.665, Medium, 8250, ZA
FLNL, Namwala Airport, -15.765, 26.432, Small, 2900, ZA
FLNY, Nyimba Airport, -14.569, 30.834, Small, 2900, ZA
FLPA, Kasempa Airport, -13.44, 25.786, Small, , ZA
FLPE, Petauke Airport, -14.2, 31.217, Small, 3200, ZA
FLPK, Mporokoso Airport, -9.367, 30.139, Small, 3600, ZA
FLPO, Kabompo Airport, -13.576, 24.23, Small, 3600, ZA
FLRO, Rosa Airport, -9.527, 31.237, Small, 2900, ZA
FLRU, Rufansa Airport, -15.083, 29.633, Small, 2600, ZA
FLSE, Serenje Airport, -13.183, 30.233, Small, 2900, ZA
FLSH, "Shiwa ngandu Airport", -11.201, 31.748, Small, 2900, ZA
FLSJ, Sakeji Airport, -11.233, 24.316, Small, 2300, ZA
FLSN, Senanga Airport, -16.1, 23.267, Small, 3600, ZA
FLSO, SOUTHDOWNS, -12.9, 28.15, Medium, 6562, ZA
FLSS, Sesheke Airport, -17.476, 24.305, Small, , ZA
FLSW, Solwesi Airport, -12.174, 26.365, Small, 4400, ZA
FLWA, West One Airport, -12.855, 27.072, Small, 2900, ZA
FLWB, West Two Airport, -13.766, 27.517, Small, 2900, ZA
FLWC, West Three Airport, -13.355, 26.601, Small, 3000, ZA
FLWD, West Four Airport, -13.645, 25.422, Small, 2900, ZA
FLWE, West Five Airport, -13.964, 24.461, Small, 2900, ZA
FLWF, West Six Airport, -12.217, 27.49, Small, 3500, ZA
FLWG, West Seven Airport, -11.913, 25.684, Small, 2900, ZA
FLWW, Waka Waka Airport, -12.45, 32.257, Small, 3500, ZA
FLYA, Samfya Airport, -11.365, 29.548, Small, 3600, ZA
FLZB, Zambezi Airport, -13.536, 23.108, Small, 3600, ZA
FMCH, PRINCE SAID IBRAHIM, -11.534, 43.272, Medium, 9514, CN
FMCI, BANDARESSALAM, -12.298, 43.766, Medium, 4265, CN
FMCN, Iconi Airport, -11.711, 43.244, Small, 4400, CN
FMCV, OUANI, -12.132, 44.43, Medium, 4429, CN
FMCZ, DZAOUDZI PAMANDZI, -12.805, 45.281, Medium, 6330, MF
FMEE, ST DENIS GILLOT, -20.887, 55.51, Medium, 10499, RE
FMEP, ST PIERRE PIERREFONDS, -21.32, 55.424, Medium, 6070, RE
FMMA, ANTANANARIVO ARIVONIMAMO, -19.029, 47.172, Small, 8237, MA
FMMC, Malaimbandy Airport, -20.35, 45.55, Small, 3900, MA
FMME, Antsirabe Airport, -19.817, 47.067, Small, 4900, MA
FMMG, Antsalova Airport, -18.7, 44.617, Small, 3000, MA
FMMH, Mahanoro Airport, -19.833, 48.8, Small, 4400, MA
FMMI, IVATO, -18.797, 47.479, Medium, 10171, MA
FMMJ, Ambohijanahary Airport, -17.467, 48.317, Small, , MA
FMMK, Ankavandra Airport, -18.8, 45.283, Small, 3200, MA
FMML, Belo sur Tsiribihina Airport, -19.687, 44.542, Small, 4400, MA
FMMN, MIANDRIVAZO, -19.563, 45.451, Medium, 3609, MA
FMMO, Maintirano Airport, -18.05, 44.033, Small, 4200, MA
FMMP, Amparafaravola Airport, -17.65, 48.217, Small, , MA
FMMQ, Atsinanana Airport, -19.583, 48.803, Small, 3200, MA
FMMR, Morafenobe Airport, -17.85, 44.917, Small, 2700, MA
FMMS, SAINTE MARIE, -17.094, 49.816, Medium, 3451, MA
FMMT, TOAMASINA, -18.11, 49.393, Medium, 7218, MA
FMMU, Tambohorano Airport, -17.476, 43.973, Small, 3200, MA
FMMV, MORONDAVA, -20.285, 44.318, Medium, 4921, MA
FMMX, Tsiroanomandidy Airport, -18.75, 46.05, Small, 3500, MA
FMMY, Vatomandry Airport, -19.267, 48.833, Small, 3800, MA
FMMZ, Ambatondrazaka Airport, -17.8, 48.433, Small, 4200, MA
FMNA, ARRACHART, -12.349, 49.292, Medium, 4921, MA
FMNC, AVARATRA, -16.164, 49.774, Medium, 4101, MA
FMND, ANDAPA, -14.652, 49.621, Medium, 4153, MA
FMNE, AMBILOBE, -13.188, 48.988, Small, 4921, MA
FMNF, Avaratra Airport, -15.2, 48.483, Small, 4100, MA
FMNG, Port Berg\xc3\xa9 Airport, -15.583, 47.617, Small, 4200, MA
FMNH, ANTSIRABATO, -14.999, 50.32, Medium, 3914, MA
FMNJ, Ambanja Airport, -13.65, 48.467, Small, 3100, MA
FMNL, ANALALAVA, -14.63, 47.764, Medium, 3937, MA
FMNM, PHILIBERT TSIRANANA, -15.667, 46.352, Medium, 7218, MA
FMNN, FASCENE, -13.312, 48.315, Medium, 7185, MA
FMNO, Soalala Airport, -16.083, 45.367, Small, 4100, MA
FMNP, Mampikony Airport, -16.049, 47.622, Small, , MA
FMNQ, BESALAMPY, -16.742, 44.481, Medium, 4046, MA
FMNR, MAROANTSETRA, -15.437, 49.688, Medium, 4265, MA
FMNS, SAMBAVA, -14.279, 50.175, Medium, 4577, MA
FMNT, Tsaratanana Airport, -16.75, 47.617, Small, 4300, MA
FMNV, VOHIMARINA, -13.376, 50.003, Medium, 4236, MA
FMNW, AMBALABE, -14.899, 47.994, Medium, 4921, MA
FMNX, Mandritsara Airport, -15.817, 48.833, Small, 3700, MA
FMNZ, AMPAMPAMENA, -13.485, 48.633, Small, 4450, MA
FMSA, Ambalavao Airport, -21.817, 46.917, Small, 3600, MA
FMSB, Antsoa Airport, -21.6, 45.133, Small, 3100, MA
FMSC, Mandabe Airport, -21.033, 44.95, Small, 3500, MA
FMSD, TOLAGNARO, -25.038, 46.956, Medium, 4916, MA
FMSE, Betroka Airport, -23.267, 46.133, Small, , MA
FMSF, FIANARANTSOA, -21.442, 47.112, Medium, 4101, MA
FMSG, FARAFANGANA, -22.805, 47.821, Small, 3445, MA
FMSI, Ihosy Airport, -22.4, 46.15, Small, 5400, MA
FMSJ, Manja Airport, -21.417, 44.317, Small, 5200, MA
FMSK, MANAKARA, -22.12, 48.022, Medium, 3886, MA
FMSL, Bekily Airport, -24.233, 45.3, Small, 4100, MA
FMSM, MANANJARY, -21.202, 48.358, Medium, 4921, MA
FMSN, Samangoky Airport, -21.7, 43.733, Small, 4500, MA
FMSR, MOROMBE, -21.754, 43.376, Medium, 4265, MA
FMST, TOLIARA, -23.383, 43.728, Medium, 6562, MA
FMSU, Vangaindrano, -23.352, 47.579, Small, 2900, MA
FMSV, Betioky Airport, -23.733, 44.389, Small, , MA
FMSY, Ampanihy Airport, -24.7, 44.734, Small, 3600, MA
FMSZ, Ankazoabo Airport, -22.3, 44.533, Small, 3500, MA
FNAM, Ambriz Airport, -7.862, 13.116, Small, 7800, AO
FNBC, MBANZA CONGO, -6.27, 14.247, Medium, 5905, AO
FNBG, BENGUELA, -12.609, 13.404, Medium, 5315, AO
FNCA, CABINDA, -5.597, 12.188, Medium, 8202, AO
FNCB, Camembe Airport, -8.133, 14.5, Small, , AO
FNCC, Cacolo Airport, -10.283, 19.267, Small, , AO
FNCF, Cafunfo Airport, -8.784, 17.99, Small, , AO
FNCH, Chitato Airport, -7.359, 20.805, Small, , AO
FNCM, Camabatela Airport, -8.217, 15.367, Small, , AO
FNCT, Catumbela Airport, -12.479, 13.487, Medium, , AO
FNCV, Cuito Cuanavale Airport, -15.16, 19.156, Small, , AO
FNCX, Camaxilo Airport, -8.374, 18.924, Small, , AO
FNCZ, Cazombo Airport, -11.893, 22.916, Small, , AO
FNDB, Damba Airport, -6.9, 15.133, Small, , AO
FNDU, DUNDO, -7.401, 20.818, Medium, 6468, AO
FNGI, NGIVA, -17.043, 15.684, Medium, 10640, AO
FNHU, HUAMBO, -12.809, 15.761, Medium, 8727, AO
FNKU, KUITO, -12.405, 16.947, Medium, 8202, AO
FNLB, LOBITO, -12.371, 13.537, Small, 4920, AO
FNLK, Lucapa Airport, -8.446, 20.732, Small, , AO
FNLU, LUANDA 4 DE FEVEREIRO, -8.858, 13.231, Medium, 12190, AO
FNLZ, LUZAMBA, -9.116, 18.049, Small, 4915, AO
FNMA, MALANJE, -9.525, 16.312, Medium, 7283, AO
FNME, MENONGUE, -14.658, 17.72, Medium, 11483, AO
FNMO, NAMIBE, -15.261, 12.147, Medium, 8202, AO
FNMQ, Maquela do Zombo Airport, -6.03, 15.137, Small, 5900, AO
FNNG, NEGAGE, -7.755, 15.288, Medium, 7874, AO
FNPA, PORTO AMBOIM, -10.722, 13.766, Medium, 3379, AO
FNPB, Sanza Pombo Airport, -7.3, 15.933, Small, , AO
FNSA, SAURIMO, -9.689, 20.432, Medium, 11155, AO
FNSO, SOYO, -6.141, 12.372, Medium, 6857, AO
FNSU, SUMBE, -11.168, 13.848, Medium, 3115, AO
FNTO, Toto Airport, -7.146, 14.249, Small, , AO
FNUA, Luau Airport, -10.716, 22.231, Small, , AO
FNUB, LUBANGO, -14.925, 13.575, Medium, 9570, AO
FNUE, LUENA, -11.768, 19.898, Medium, 7875, AO
FNUG, UIGE, -7.603, 15.028, Medium, 6562, AO
FNWK, Waco Kungo Airport, -11.426, 15.101, Small, 6500, AO
FNXA, XANGONGO, -16.755, 14.965, Medium, 7400, AO
FNZE, "Nzeto Airport", -7.259, 12.863, Small, 7200, AO
FNZG, NZAGI, -7.717, 21.358, Small, 5906, AO
FOGB, Booue Airport, -0.1, 11.95, Small, 3600, GB
FOGE, Ndende Airport, -2.4, 11.367, Small, 2500, GB
FOGF, Fougamou Airport, -1.283, 10.617, Small, 4900, GB
FOGG, "MBigou Airport", -1.883, 11.933, Small, 2900, GB
FOGI, Moabi Airport, -2.433, 11.0, Small, 3600, GB
FOGJ, Ville Airport, -0.183, 10.75, Small, 2600, GB
FOGK, KOULAMOUTOU, -1.185, 12.441, Medium, 5841, GB
FOGM, MOUILLA VILLE, -1.845, 11.057, Medium, 5891, GB
FOGO, OYEM, 1.543, 11.581, Medium, 5906, GB
FOGQ, OKONDJA, -0.665, 13.673, Medium, 4921, GB
FOGR, LAMBARENE, -0.704, 10.246, Medium, 7555, GB
FOGV, Minvoul Airport, 2.15, 12.133, Small, 3600, GB
FOOB, BITAM, 2.076, 11.493, Medium, 5726, GB
FOOC, Cocobeach Airport, 1.0, 9.583, Small, 2500, GB
FOOD, Moanda Airport, -1.533, 13.267, Small, 5900, GB
FOOE, Mekambo Airport, 1.017, 13.933, Small, 3600, GB
FOOG, PORT GENTIL, -0.712, 8.754, Medium, 6234, GB
FOOH, OMBOUE HOPITAL, -1.575, 9.263, Medium, 5285, GB
FOOK, MAKOKOU, 0.579, 12.891, Medium, 5892, GB
FOOL, LEON M BA, 0.459, 9.412, Medium, 9844, GB
FOOM, Mitzic Airport, 0.783, 11.55, Small, 4500, GB
FOON, MVENGUE, -1.656, 13.438, Medium, 10105, GB
